#trial,samples,#result,age,education-num
52,256,0,11.0,0.0
53,1024,0,10.0,1.0
53,1024,1,11.0,0.0
53,512,0,2.0,0.0
53,256,0,10.0,0.0
54,1024,0,26.0,0.0
54,512,0,14.0,0.0
54,256,0,12.0,3.0
54,256,1,18.0,2.0
54,256,2,26.0,0.0
55,256,0,2.0,0.0
56,1024,0,17.0,0.0
56,512,0,6.0,0.0
56,256,0,2.0,0.0
57,1024,0,19.0,0.0
57,512,0,35.0,3.0
57,256,0,11.0,0.0
58,1024,0,9.0,0.0
58,512,0,3.0,0.0
58,256,0,2.0,0.0
59,1024,0,3.0,0.0
59,512,0,3.0,0.0
59,256,0,3.0,0.0
60,1024,0,15.0,1.0
60,1024,1,17.0,0.0
60,512,0,6.0,1.0
60,512,1,12.0,0.0
60,256,0,3.0,0.0
61,1024,0,17.0,0.0
61,256,0,33.0,3.0
62,512,0,7.0,0.0
62,256,0,3.0,0.0
63,1024,0,5.0,0.0
63,512,0,3.0,0.0
63,256,0,3.0,0.0
64,1024,0,6.0,0.0
64,512,0,1.0,0.0
64,256,0,4.0,1.0
64,256,1,10.0,0.0
65,1024,0,23.0,0.0
65,512,0,6.0,1.0
65,256,0,4.0,1.0
65,256,1,7.0,0.0
68,256,0,5.0,0.0
69,256,0,1.0,0.0
70,256,0,12.0,2.0
70,256,1,16.0,0.0
71,256,0,1.0,0.0
72,512,0,2.0,0.0
72,256,0,2.0,0.0
73,1024,0,7.0,0.0
73,512,0,7.0,0.0
73,256,0,7.0,3.0
73,256,1,11.0,0.0
74,1024,0,5.0,0.0
74,512,0,0.0,0.0
74,256,0,4.0,1.0
75,512,0,1.0,0.0
75,256,0,0.0,1.0
75,256,1,18.0,0.0
76,1024,0,13.0,0.0
76,512,0,7.0,1.0
76,512,1,11.0,0.0
76,256,0,9.0,0.0
77,512,0,5.0,0.0
77,256,0,6.0,1.0
78,1024,0,8.0,0.0
78,512,0,8.0,0.0
78,256,0,1.0,0.0
79,1024,0,9.0,0.0
79,512,0,3.0,0.0
79,256,0,1.0,0.0
80,1024,0,1.0,0.0
80,512,0,26.0,2.0
80,256,0,3.0,0.0
81,1024,0,5.0,0.0
81,512,0,1.0,0.0
81,256,0,1.0,0.0
82,1024,0,17.0,0.0
82,512,0,32.0,0.0
82,256,0,3.0,0.0
83,1024,0,9.0,0.0
83,512,0,7.0,0.0
83,256,0,4.0,1.0
83,256,1,20.0,0.0
84,512,0,1.0,0.0
84,256,0,5.0,0.0
85,1024,0,11.0,0.0
85,512,0,1.0,0.0
85,256,0,1.0,0.0
86,1024,0,7.0,0.0
86,256,0,10.0,0.0
87,512,0,2.0,0.0
87,256,0,3.0,0.0
88,1024,0,31.0,6.0
88,1024,1,38.0,4.0
88,512,0,11.0,0.0
88,256,0,11.0,0.0
89,512,0,5.0,0.0
89,256,0,6.0,1.0
89,256,1,11.0,0.0
90,256,0,8.0,1.0
90,256,1,25.0,0.0
92,256,0,1.0,1.0
93,512,0,11.0,0.0
93,256,0,3.0,0.0
95,1024,0,11.0,0.0
95,256,0,1.0,0.0
96,1024,0,4.0,0.0
96,512,0,2.0,0.0
96,256,0,12.0,3.0
96,256,1,13.0,1.0
97,1024,0,18.0,0.0
97,512,0,3.0,0.0
97,256,0,5.0,0.0
98,1024,0,10.0,0.0
98,512,0,4.0,0.0
98,256,0,8.0,2.0
98,256,1,11.0,0.0
99,256,0,4.0,3.0
99,256,1,10.0,1.0
99,256,2,15.0,0.0
100,256,0,7.0,0.0
101,512,0,3.0,0.0
101,256,0,1.0,0.0
102,256,0,2.0,0.0
103,512,0,9.0,0.0
103,256,0,1.0,0.0
104,1024,0,1.0,0.0
104,512,0,1.0,0.0
104,256,0,1.0,0.0
105,256,0,14.0,1.0
106,512,0,14.0,1.0
106,512,1,24.0,0.0
106,256,0,1.0,0.0
107,1024,0,10.0,0.0
107,512,0,14.0,0.0
107,256,0,2.0,0.0
108,1024,0,15.0,0.0
108,256,0,8.0,0.0
109,1024,0,13.0,0.0
109,512,0,17.0,0.0
109,256,0,13.0,0.0
110,1024,0,3.0,0.0
110,512,0,4.0,0.0
110,256,0,6.0,0.0
111,1024,0,13.0,0.0
111,256,0,12.0,2.0
111,256,1,13.0,0.0
112,512,0,1.0,0.0
112,256,0,1.0,0.0
113,256,0,11.0,1.0
113,256,1,16.0,0.0
114,1024,0,2.0,0.0
114,512,0,14.0,1.0
114,512,1,19.0,0.0
114,256,0,17.0,1.0
115,512,0,3.0,0.0
115,256,0,1.0,0.0
116,512,0,17.0,0.0
116,256,0,4.0,1.0
116,256,1,15.0,0.0
117,1024,0,9.0,0.0
117,512,0,7.0,0.0
117,256,0,7.0,0.0
118,512,0,1.0,0.0
118,256,0,4.0,0.0
119,512,0,8.0,0.0
119,256,0,6.0,3.0
119,256,1,8.0,1.0
120,512,0,3.0,0.0
120,256,0,9.0,1.0
120,256,1,12.0,0.0
121,512,0,9.0,0.0
121,256,0,4.0,2.0
121,256,1,7.0,0.0
122,512,0,1.0,0.0
122,256,0,5.0,1.0
122,256,1,7.0,0.0
123,512,0,12.0,0.0
123,256,0,1.0,0.0
124,512,0,9.0,0.0
124,256,0,9.0,0.0
125,512,0,1.0,0.0
125,256,0,5.0,0.0
126,1024,0,5.0,0.0
126,512,0,2.0,0.0
126,256,0,2.0,0.0
127,512,0,2.0,0.0
127,256,0,12.0,1.0
127,256,1,25.0,0.0
128,512,0,1.0,0.0
128,256,0,4.0,0.0
129,1024,0,12.0,0.0
129,512,0,6.0,0.0
129,256,0,6.0,0.0
130,1024,0,9.0,0.0
130,512,0,13.0,0.0
130,256,0,9.0,2.0
130,256,1,10.0,0.0
131,256,0,1.0,0.0
132,512,0,4.0,0.0
132,256,0,2.0,0.0
133,1024,0,30.0,1.0
133,1024,1,33.0,0.0
133,512,0,5.0,0.0
133,256,0,3.0,0.0
134,1024,0,1.0,0.0
134,512,0,1.0,0.0
134,256,0,1.0,0.0
135,1024,0,6.0,0.0
135,512,0,2.0,0.0
135,256,0,12.0,0.0
136,1024,0,7.0,0.0
136,512,0,7.0,0.0
136,256,0,1.0,0.0
137,512,0,14.0,1.0
137,512,1,21.0,0.0
137,256,0,1.0,0.0
138,1024,0,3.0,0.0
138,512,0,17.0,0.0
138,256,0,7.0,1.0
138,256,1,18.0,0.0
139,1024,0,7.0,0.0
139,512,0,9.0,0.0
139,256,0,11.0,2.0
139,256,1,12.0,0.0
140,512,0,3.0,0.0
140,256,0,3.0,0.0
141,1024,0,7.0,0.0
141,256,0,1.0,0.0
142,1024,0,8.0,0.0
142,512,0,9.0,1.0
142,512,1,11.0,0.0
142,256,0,3.0,0.0
143,512,0,1.0,0.0
143,256,0,1.0,0.0
144,1024,0,13.0,0.0
144,512,0,5.0,0.0
144,256,0,4.0,1.0
145,1024,0,8.0,0.0
145,512,0,6.0,1.0
145,512,1,14.0,0.0
145,256,0,6.0,0.0
146,256,0,13.0,2.0
146,256,1,15.0,1.0
146,256,2,19.0,0.0
147,1024,0,10.0,1.0
147,1024,1,12.0,0.0
147,512,0,1.0,0.0
147,256,0,15.0,2.0
148,1024,0,1.0,0.0
148,512,0,7.0,0.0
148,256,0,1.0,0.0
149,512,0,3.0,0.0
149,256,0,3.0,0.0
150,256,0,1.0,0.0
151,1024,0,2.0,0.0
151,512,0,2.0,0.0
151,256,0,2.0,0.0
152,1024,0,5.0,0.0
152,512,0,2.0,0.0
152,256,0,2.0,0.0
153,256,0,11.0,3.0
153,256,1,12.0,2.0
153,256,2,13.0,1.0
154,1024,0,8.0,0.0
154,512,0,0.0,0.0
154,256,0,0.0,0.0
155,1024,0,9.0,0.0
155,512,0,7.0,0.0
155,256,0,4.0,1.0
155,256,1,7.0,0.0
156,1024,0,9.0,0.0
156,256,0,21.0,3.0
157,512,0,3.0,0.0
157,256,0,7.0,2.0
157,256,1,11.0,1.0
157,256,2,13.0,0.0
158,256,0,11.0,0.0
159,512,0,7.0,0.0
159,256,0,7.0,1.0
159,256,1,28.0,0.0
160,1024,0,10.0,0.0
160,512,0,1.0,0.0
160,256,0,3.0,2.0
160,256,1,8.0,1.0
160,256,2,9.0,0.0
161,512,0,2.0,0.0
161,256,0,3.0,0.0
162,256,0,1.0,0.0
163,1024,0,39.0,0.0
163,512,0,5.0,0.0
163,256,0,6.0,1.0
163,256,1,7.0,0.0
164,1024,0,12.0,0.0
164,512,0,12.0,0.0
164,256,0,10.0,0.0
165,512,0,1.0,0.0
165,256,0,8.0,0.0
166,1024,0,0.0,0.0
166,512,0,0.0,0.0
166,256,0,0.0,0.0
167,1024,0,5.0,0.0
167,512,0,3.0,0.0
167,256,0,5.0,0.0
168,1024,0,50.0,1.0
168,512,0,3.0,0.0
168,256,0,7.0,0.0
169,256,0,18.0,3.0
169,256,1,34.0,1.0
170,512,0,3.0,0.0
170,256,0,0.0,0.0
171,512,0,3.0,0.0
171,256,0,9.0,1.0
172,512,0,1.0,0.0
172,256,0,1.0,0.0
173,512,0,9.0,0.0
173,256,0,3.0,0.0
174,512,0,1.0,0.0
174,256,0,3.0,2.0
174,256,1,4.0,1.0
174,256,2,5.0,0.0
175,512,0,13.0,1.0
175,512,1,14.0,0.0
175,256,0,3.0,0.0
176,512,0,13.0,0.0
176,256,0,3.0,0.0
177,512,0,1.0,0.0
177,256,0,2.0,0.0
178,256,0,2.0,0.0
179,512,0,1.0,0.0
179,256,0,1.0,0.0
181,512,0,6.0,1.0
181,512,1,19.0,0.0
181,256,0,4.0,0.0
182,1024,0,1.0,0.0
182,512,0,5.0,1.0
182,512,1,9.0,0.0
182,256,0,9.0,0.0
183,256,0,6.0,2.0
183,256,1,12.0,0.0
184,512,0,8.0,2.0
184,512,1,14.0,0.0
184,256,0,12.0,1.0
184,256,1,14.0,0.0
185,1024,0,6.0,0.0
185,256,0,7.0,0.0
186,512,0,1.0,0.0
186,256,0,1.0,0.0
187,256,0,1.0,0.0
188,512,0,1.0,0.0
188,256,0,1.0,0.0
189,512,0,2.0,0.0
189,256,0,12.0,1.0
190,512,0,9.0,0.0
190,256,0,1.0,0.0
191,1024,0,13.0,0.0
191,512,0,23.0,2.0
191,512,1,28.0,1.0
191,256,0,4.0,1.0
191,256,1,22.0,0.0
192,1024,0,2.0,0.0
192,512,0,0.0,1.0
192,512,1,1.0,0.0
192,256,0,5.0,1.0
193,512,0,16.0,0.0
193,256,0,9.0,0.0
194,256,0,23.0,0.0
195,512,0,5.0,0.0
195,256,0,13.0,0.0
196,512,0,1.0,0.0
196,256,0,1.0,0.0
197,512,0,5.0,0.0
197,256,0,5.0,0.0
198,1024,0,13.0,0.0
198,512,0,8.0,0.0
198,256,0,4.0,1.0
198,256,1,18.0,0.0
199,1024,0,3.0,0.0
199,512,0,3.0,0.0
200,512,0,10.0,1.0
200,512,1,15.0,0.0
200,256,0,9.0,1.0
201,256,0,5.0,0.0
202,1024,0,1.0,0.0
202,512,0,1.0,0.0
202,256,0,6.0,1.0
202,256,1,11.0,0.0
203,1024,0,1.0,0.0
203,256,0,7.0,1.0
203,256,1,17.0,0.0
204,256,0,3.0,0.0
205,512,0,6.0,1.0
205,512,1,7.0,0.0
205,256,0,4.0,1.0
205,256,1,11.0,0.0
206,512,0,11.0,0.0
206,256,0,1.0,0.0
207,1024,0,5.0,0.0
207,512,0,5.0,0.0
207,256,0,3.0,0.0
208,512,0,3.0,0.0
208,256,0,7.0,2.0
208,256,1,8.0,1.0
209,1024,0,15.0,2.0
209,1024,1,21.0,1.0
209,512,0,15.0,1.0
209,256,0,3.0,0.0
210,256,0,29.0,4.0
211,256,0,6.0,1.0
211,256,1,7.0,0.0
212,1024,0,12.0,0.0
212,512,0,1.0,0.0
212,256,0,1.0,0.0
213,512,0,3.0,0.0
213,256,0,1.0,0.0
214,512,0,8.0,1.0
214,512,1,9.0,0.0
214,256,0,2.0,1.0
214,256,1,12.0,0.0
215,256,0,2.0,1.0
215,256,1,3.0,0.0
216,1024,0,13.0,0.0
216,512,0,14.0,0.0
216,256,0,25.0,5.0
217,512,0,36.0,3.0
217,256,0,11.0,0.0
218,256,0,16.0,3.0
219,512,0,8.0,0.0
219,256,0,5.0,1.0
219,256,1,10.0,0.0
220,512,0,10.0,1.0
220,512,1,16.0,0.0
220,256,0,13.0,1.0
221,1024,0,1.0,0.0
221,512,0,1.0,0.0
221,256,0,2.0,0.0
222,1024,0,3.0,0.0
222,512,0,13.0,0.0
222,256,0,29.0,4.0
222,256,1,30.0,3.0
223,512,0,25.0,1.0
223,512,1,26.0,0.0
223,256,0,18.0,5.0
223,256,1,26.0,1.0
223,256,2,40.0,0.0
224,1024,0,1.0,0.0
224,512,0,2.0,0.0
224,256,0,2.0,0.0
225,1024,0,9.0,0.0
225,512,0,10.0,0.0
225,256,0,11.0,1.0
226,1024,0,17.0,0.0
226,256,0,2.0,0.0
228,256,0,4.0,0.0
229,512,0,6.0,0.0
229,256,0,4.0,2.0
229,256,1,22.0,0.0
230,512,0,13.0,0.0
230,256,0,10.0,2.0
230,256,1,18.0,0.0
231,1024,0,2.0,0.0
231,512,0,2.0,0.0
231,256,0,11.0,0.0
232,1024,0,2.0,0.0
232,512,0,2.0,0.0
232,256,0,4.0,1.0
232,256,1,15.0,0.0
233,512,0,7.0,0.0
233,256,0,5.0,1.0
234,512,0,14.0,0.0
234,256,0,1.0,0.0
235,256,0,20.0,0.0
236,1024,0,6.0,0.0
236,512,0,6.0,0.0
236,256,0,5.0,0.0
237,1024,0,1.0,0.0
237,512,0,1.0,0.0
237,256,0,1.0,0.0
238,512,0,3.0,0.0
238,256,0,5.0,0.0
239,1024,0,7.0,0.0
239,512,0,1.0,0.0
239,256,0,7.0,1.0
240,1024,0,1.0,0.0
240,512,0,12.0,1.0
240,512,1,14.0,0.0
241,1024,0,8.0,0.0
241,512,0,3.0,0.0
241,256,0,3.0,0.0
242,512,0,18.0,0.0
242,256,0,4.0,0.0
243,1024,0,5.0,0.0
243,512,0,1.0,0.0
243,256,0,1.0,0.0
244,1024,0,13.0,0.0
244,512,0,7.0,0.0
244,256,0,3.0,0.0
245,256,0,2.0,1.0
245,256,1,9.0,0.0
246,1024,0,7.0,0.0
246,512,0,9.0,0.0
246,256,0,11.0,1.0
246,256,1,21.0,0.0
247,256,0,6.0,0.0
248,1024,0,17.0,0.0
248,512,0,15.0,0.0
248,256,0,9.0,2.0
248,256,1,10.0,1.0
248,256,2,25.0,0.0
249,1024,0,20.0,0.0
249,512,0,13.0,0.0
249,256,0,3.0,1.0
249,256,1,13.0,0.0
250,1024,0,16.0,0.0
250,512,0,8.0,2.0
250,512,1,11.0,0.0
250,256,0,8.0,2.0
250,256,1,14.0,1.0
251,512,0,55.0,4.0
251,256,0,15.0,1.0
251,256,1,21.0,0.0
252,256,0,4.0,1.0
252,256,1,5.0,0.0
253,256,0,12.0,0.0
254,256,0,1.0,0.0
255,512,0,10.0,1.0
255,256,0,58.0,3.0
