#trial,samples,#result,age,education-num
73,512,1,35.0,18.0
73,512,2,40.0,9.0
73,256,0,13.0,8.0
73,256,1,21.0,4.0
74,1024,0,4.0,3.0
74,512,0,73.0,14.0
74,512,1,101.0,10.0
74,256,0,25.0,14.0
74,256,1,35.0,7.0
75,1024,0,7.0,8.0
75,1024,1,33.0,4.0
75,512,0,11.0,8.0
75,512,1,23.0,2.0
75,256,0,28.0,4.0
76,1024,0,34.0,9.0
76,1024,1,119.0,8.0
76,512,0,40.0,26.0
76,512,1,44.0,14.0
76,512,2,48.0,12.0
76,512,3,50.0,9.0
76,256,0,41.0,12.0
76,256,1,52.0,9.0
77,1024,0,48.0,14.0
77,1024,1,49.0,8.0
77,512,0,48.0,9.0
77,512,1,53.0,8.0
77,256,0,24.0,13.0
77,256,1,33.0,12.0
77,256,2,53.0,8.0
77,256,3,118.0,5.0
78,512,0,55.0,10.0
79,1024,0,21.0,20.0
79,1024,1,22.0,14.0
79,1024,2,48.0,8.0
79,512,0,23.0,14.0
79,512,1,71.0,11.0
79,256,0,23.0,14.0
79,256,1,32.0,10.0
79,256,2,36.0,9.0
79,256,3,48.0,8.0
79,256,4,76.0,6.0
80,512,0,61.0,19.0
80,512,1,86.0,17.0
80,256,0,57.0,19.0
81,1024,0,1.0,0.0
81,512,0,1.0,0.0
81,256,0,1.0,0.0
82,1024,0,1.0,0.0
82,512,0,2.0,0.0
82,256,0,4.0,6.0
82,256,1,107.0,5.0
83,1024,0,1.0,0.0
83,512,0,1.0,0.0
83,256,0,1.0,0.0
84,1024,0,12.0,1.0
84,512,0,39.0,12.0
84,512,1,52.0,9.0
84,256,0,64.0,19.0
84,256,1,70.0,17.0
84,256,2,91.0,14.0
84,256,3,113.0,12.0
84,256,4,155.0,8.0
85,1024,0,11.0,8.0
85,1024,1,14.0,1.0
85,512,0,29.0,3.0
85,256,0,15.0,14.0
85,256,1,29.0,3.0
86,1024,0,1.0,0.0
86,512,0,34.0,14.0
86,512,1,64.0,12.0
87,1024,0,22.0,20.0
87,1024,1,23.0,15.0
87,1024,2,34.0,14.0
87,512,0,14.0,14.0
88,1024,0,19.0,14.0
88,1024,1,111.0,9.0
88,512,0,9.0,3.0
88,256,0,9.0,3.0
89,1024,0,1.0,0.0
89,512,0,47.0,15.0
89,512,1,60.0,13.0
89,512,2,63.0,12.0
89,512,3,82.0,9.0
89,256,0,45.0,12.0
89,256,1,114.0,8.0
90,1024,0,61.0,14.0
90,1024,1,76.0,10.0
90,512,0,21.0,14.0
90,512,1,163.0,13.0
90,256,0,37.0,13.0
90,256,1,50.0,8.0
90,256,2,62.0,4.0
91,1024,0,50.0,9.0
91,1024,1,69.0,7.0
91,1024,2,84.0,6.0
91,512,0,10.0,3.0
91,256,0,7.0,8.0
91,256,1,10.0,3.0
92,1024,0,24.0,6.0
92,1024,1,104.0,4.0
92,512,0,48.0,5.0
92,256,0,24.0,17.0
92,256,1,28.0,15.0
92,256,2,80.0,14.0
93,512,0,5.0,6.0
93,512,1,46.0,5.0
93,256,0,46.0,5.0
94,1024,0,24.0,10.0
94,1024,1,41.0,7.0
94,1024,2,50.0,5.0
94,512,0,50.0,5.0
95,1024,0,4.0,3.0
95,512,0,4.0,3.0
95,256,0,4.0,3.0
96,1024,0,54.0,8.0
96,1024,1,65.0,7.0
96,512,0,18.0,6.0
96,512,1,32.0,4.0
96,256,0,3.0,3.0
97,512,0,71.0,3.0
97,256,0,13.0,0.0
98,1024,0,1.0,0.0
98,512,0,21.0,6.0
98,512,1,32.0,4.0
99,1024,0,2.0,0.0
99,512,0,2.0,0.0
99,256,0,2.0,0.0
