#trial,samples,#result,age,education-num
17,1024,1,10.0,2.0
17,512,0,11.0,8.0
17,512,1,33.0,6.0
17,512,2,40.0,4.0
17,256,0,6.0,2.0
18,1024,0,11.0,8.0
18,1024,1,17.0,6.0
18,1024,2,41.0,4.0
18,512,0,17.0,6.0
18,512,1,41.0,4.0
18,256,0,1.0,3.0
19,1024,0,10.0,2.0
19,1024,1,12.0,1.0
19,512,0,10.0,2.0
19,512,1,12.0,1.0
19,256,0,10.0,3.0
19,256,1,13.0,2.0
20,1024,0,9.0,8.0
20,1024,1,39.0,7.0
20,1024,2,42.0,4.0
20,512,0,28.0,8.0
20,512,1,39.0,7.0
20,512,2,42.0,5.0
20,512,3,86.0,4.0
20,256,0,17.0,4.0
20,256,1,23.0,3.0
21,1024,0,2.0,0.0
21,512,0,2.0,0.0
21,256,0,20.0,24.0
21,256,1,23.0,22.0
21,256,2,26.0,4.0
22,1024,0,22.0,10.0
22,512,0,13.0,14.0
22,512,1,22.0,10.0
22,512,2,35.0,8.0
22,512,3,61.0,4.0
22,256,0,29.0,7.0
23,1024,0,8.0,2.0
23,512,0,26.0,11.0
23,512,1,33.0,9.0
23,512,2,40.0,5.0
23,512,3,161.0,4.0
23,256,0,18.0,17.0
23,256,1,21.0,16.0
23,256,2,25.0,11.0
23,256,3,39.0,10.0
23,256,4,50.0,8.0
23,256,5,62.0,7.0
23,256,6,65.0,6.0
23,256,7,84.0,5.0
24,1024,0,5.0,6.0
24,1024,1,12.0,4.0
24,1024,2,14.0,1.0
24,512,0,17.0,13.0
24,512,1,20.0,8.0
24,512,2,23.0,6.0
24,512,3,26.0,5.0
24,512,4,28.0,4.0
24,256,0,29.0,23.0
24,256,1,30.0,20.0
24,256,2,31.0,16.0
24,256,3,49.0,14.0
24,256,4,55.0,8.0
24,256,5,71.0,6.0
24,256,6,74.0,4.0
25,1024,0,41.0,4.0
25,512,0,41.0,8.0
25,256,0,7.0,8.0
25,256,1,9.0,2.0
26,1024,0,34.0,9.0
26,1024,1,59.0,8.0
26,1024,2,71.0,7.0
26,1024,3,92.0,6.0
26,512,0,26.0,2.0
26,512,1,28.0,1.0
26,256,0,28.0,8.0
26,256,1,53.0,5.0
27,1024,0,4.0,3.0
27,512,0,4.0,3.0
27,256,0,9.0,3.0
28,1024,0,5.0,12.0
28,1024,1,48.0,10.0
28,512,0,14.0,10.0
28,512,1,25.0,9.0
28,256,0,14.0,10.0
28,256,1,58.0,8.0
28,256,2,66.0,6.0
29,256,0,9.0,8.0
29,256,1,12.0,1.0
30,1024,0,17.0,9.0
30,1024,1,25.0,7.0
30,1024,2,27.0,6.0
30,1024,3,62.0,5.0
30,1024,4,119.0,4.0
30,512,0,33.0,0.0
30,256,0,9.0,8.0
30,256,1,33.0,0.0
31,1024,0,14.0,12.0
31,1024,1,22.0,10.0
31,1024,2,29.0,3.0
31,512,0,17.0,13.0
31,512,1,18.0,7.0
31,512,2,29.0,3.0
31,256,0,11.0,8.0
31,256,1,18.0,7.0
31,256,2,24.0,6.0
31,256,3,29.0,3.0
32,1024,0,4.0,3.0
32,512,0,7.0,12.0
32,512,1,10.0,3.0
32,256,0,7.0,0.0
33,1024,0,10.0,3.0
33,512,0,10.0,3.0
33,256,0,10.0,3.0
34,1024,0,1.0,0.0
34,512,0,1.0,0.0
34,256,0,3.0,6.0
34,256,1,90.0,5.0
35,1024,0,1.0,0.0
35,512,0,1.0,0.0
35,256,0,1.0,0.0
36,1024,0,12.0,1.0
36,512,0,23.0,12.0
36,512,1,26.0,9.0
36,512,2,46.0,8.0
36,512,3,68.0,5.0
36,256,0,6.0,3.0
37,1024,0,5.0,12.0
37,1024,1,12.0,1.0
37,512,0,44.0,14.0
37,512,1,49.0,13.0
37,512,2,55.0,9.0
37,512,3,65.0,8.0
37,512,4,122.0,7.0
37,256,0,5.0,1.0
38,1024,0,1.0,0.0
38,512,0,4.0,3.0
38,256,0,4.0,3.0
39,1024,0,53.0,4.0
39,512,0,3.0,3.0
39,256,0,3.0,3.0
40,1024,0,26.0,4.0
40,1024,1,39.0,1.0
40,512,0,35.0,4.0
40,256,0,6.0,9.0
40,256,1,9.0,4.0
41,512,0,42.0,8.0
41,512,1,45.0,7.0
41,256,0,25.0,14.0
41,256,1,79.0,12.0
41,256,2,80.0,8.0
41,256,3,124.0,7.0
42,512,0,6.0,6.0
42,512,1,36.0,4.0
42,256,0,49.0,12.0
42,256,1,50.0,8.0
42,256,2,80.0,6.0
43,1024,0,10.0,2.0
43,1024,1,12.0,1.0
43,512,0,10.0,2.0
43,512,1,12.0,1.0
43,256,0,3.0,1.0
43,256,1,8.0,0.0
44,1024,0,10.0,3.0
44,512,0,10.0,3.0
44,256,0,6.0,1.0
45,1024,0,19.0,14.0
45,1024,1,61.0,7.0
45,512,0,22.0,14.0
45,512,1,36.0,12.0
45,256,0,21.0,17.0
45,256,1,22.0,14.0
45,256,2,93.0,11.0
46,1024,0,23.0,14.0
46,1024,1,47.0,10.0
46,1024,2,55.0,8.0
46,1024,3,66.0,6.0
46,512,0,22.0,14.0
46,512,1,26.0,7.0
46,512,2,33.0,6.0
46,512,3,34.0,4.0
46,256,0,7.0,3.0
47,1024,0,10.0,2.0
47,1024,1,14.0,1.0
47,512,0,23.0,14.0
47,512,1,83.0,11.0
47,512,2,86.0,10.0
47,256,0,8.0,3.0
48,1024,0,9.0,8.0
48,1024,1,54.0,6.0
48,1024,2,81.0,5.0
48,512,0,13.0,8.0
48,512,1,61.0,7.0
48,512,2,77.0,6.0
48,512,3,81.0,5.0
48,256,0,50.0,9.0
48,256,1,55.0,8.0
48,256,2,61.0,7.0
48,256,3,78.0,6.0
49,1024,0,27.0,15.0
49,1024,1,41.0,11.0
49,512,0,4.0,6.0
49,512,1,5.0,3.0
49,256,0,1.0,3.0
