#trial,samples,#result,age,education-num
22,300,0,1.0,0.0
22,100,0,5.0,0.0
22,30,0,5.0,0.0
23,300,0,2.0,0.0
23,100,0,2.0,0.0
23,30,0,57.0,17.0
24,1000,0,3.0,0.0
24,300,0,24.0,1.0
24,100,0,9.0,3.0
24,100,1,16.0,1.0
24,30,0,9.0,3.0
24,30,1,16.0,1.0
25,1000,0,11.0,0.0
25,100,0,7.0,1.0
25,30,0,9.0,0.0
26,300,0,1.0,2.0
26,100,0,11.0,2.0
26,30,0,8.0,2.0
27,300,0,21.0,2.0
27,300,1,31.0,0.0
27,100,0,13.0,2.0
27,100,1,15.0,1.0
27,30,0,10.0,0.0
28,300,0,11.0,0.0
28,100,0,29.0,8.0
28,100,1,41.0,7.0
28,30,0,6.0,4.0
28,30,1,9.0,1.0
29,300,0,1.0,0.0
29,100,0,3.0,1.0
29,30,0,1.0,1.0
29,30,1,8.0,0.0
30,1000,0,15.0,0.0
30,300,0,11.0,0.0
30,100,0,11.0,0.0
30,30,0,10.0,0.0
31,300,0,3.0,0.0
31,100,0,1.0,1.0
31,30,0,13.0,2.0
31,30,1,17.0,1.0
32,300,0,16.0,2.0
32,100,0,47.0,13.0
32,30,0,5.0,3.0
33,300,0,5.0,1.0
33,300,1,6.0,0.0
33,100,0,4.0,0.0
33,30,0,3.0,1.0
33,30,1,7.0,0.0
34,300,0,10.0,2.0
34,300,1,11.0,0.0
34,100,0,2.0,1.0
35,300,0,1.0,0.0
35,100,0,2.0,0.0
35,30,0,6.0,4.0
36,1000,0,11.0,0.0
36,300,0,2.0,0.0
36,100,0,2.0,0.0
36,30,0,9.0,5.0
37,1000,0,32.0,3.0
37,1000,1,51.0,2.0
37,300,0,3.0,0.0
37,100,0,7.0,1.0
37,100,1,18.0,0.0
38,1000,0,7.0,0.0
38,300,0,4.0,1.0
38,300,1,12.0,0.0
38,100,0,11.0,1.0
38,30,0,0.0,0.0
39,1000,0,2.0,0.0
39,300,0,3.0,0.0
39,100,0,8.0,1.0
39,30,0,5.0,2.0
39,30,1,7.0,0.0
40,300,0,12.0,1.0
40,300,1,14.0,0.0
40,100,0,7.0,1.0
40,30,0,10.0,2.0
41,300,0,2.0,0.0
41,100,0,6.0,0.0
41,30,0,8.0,2.0
42,300,0,5.0,0.0
42,100,0,1.0,1.0
42,100,1,6.0,0.0
42,30,0,1.0,1.0
42,30,1,2.0,0.0
43,300,0,5.0,0.0
43,100,0,5.0,2.0
43,100,1,6.0,0.0
43,30,0,6.0,0.0
44,300,0,16.0,2.0
44,300,1,21.0,1.0
44,100,0,4.0,1.0
44,30,0,4.0,1.0
45,1000,0,15.0,0.0
45,300,0,5.0,2.0
45,300,1,7.0,1.0
45,300,2,15.0,0.0
45,100,0,1.0,2.0
45,100,1,5.0,0.0
45,30,0,24.0,6.0
46,100,0,11.0,4.0
46,100,1,13.0,2.0
46,100,2,21.0,0.0
46,30,0,9.0,2.0
47,100,0,4.0,1.0
47,30,0,6.0,4.0
47,30,1,13.0,3.0
47,30,2,22.0,0.0
48,1000,0,6.0,1.0
48,1000,1,11.0,0.0
48,300,0,6.0,1.0
48,300,1,18.0,0.0
48,100,0,31.0,0.0
48,30,0,6.0,0.0
49,1000,0,27.0,0.0
49,300,0,2.0,1.0
49,300,1,19.0,0.0
49,100,0,6.0,1.0
49,100,1,15.0,0.0
49,30,0,9.0,1.0
49,30,1,15.0,0.0
50,300,0,3.0,0.0
50,100,0,3.0,0.0
50,30,0,7.0,0.0
51,1000,0,3.0,0.0
51,300,0,4.0,0.0
51,100,0,37.0,5.0
52,300,0,6.0,0.0
52,100,0,28.0,4.0
52,30,0,4.0,1.0
53,1000,0,2.0,0.0
53,300,0,1.0,0.0
53,100,0,9.0,2.0
53,30,0,0.0,1.0
54,1000,0,5.0,0.0
54,300,0,1.0,0.0
54,100,0,4.0,0.0
54,30,0,16.0,2.0
55,300,0,2.0,0.0
55,100,0,5.0,1.0
56,300,0,1.0,0.0
56,100,0,3.0,2.0
56,100,1,7.0,0.0
56,30,0,3.0,0.0
57,1000,0,2.0,0.0
57,300,0,12.0,0.0
57,100,0,13.0,0.0
57,30,0,1.0,0.0
58,1000,0,12.0,0.0
58,300,0,3.0,0.0
58,100,0,3.0,0.0
58,30,0,1.0,0.0
59,300,0,1.0,0.0
59,100,0,22.0,0.0
60,1000,0,3.0,0.0
60,300,0,4.0,1.0
60,300,1,5.0,0.0
60,100,0,1.0,0.0
60,30,0,1.0,0.0
61,1000,0,13.0,0.0
61,300,0,10.0,1.0
61,100,0,7.0,2.0
61,30,0,2.0,1.0
61,30,1,3.0,0.0
62,1000,0,17.0,0.0
62,300,0,11.0,0.0
62,100,0,1.0,0.0
62,30,0,10.0,4.0
62,30,1,12.0,2.0
63,300,0,5.0,3.0
63,300,1,8.0,1.0
63,300,2,35.0,0.0
63,100,0,5.0,0.0
63,30,0,4.0,1.0
64,300,0,2.0,0.0
64,100,0,2.0,2.0
64,100,1,5.0,0.0
64,30,0,0.0,2.0
64,30,1,1.0,0.0
65,1000,0,10.0,1.0
65,1000,1,11.0,0.0
65,300,0,18.0,0.0
65,100,0,3.0,0.0
65,30,0,5.0,2.0
66,300,0,5.0,0.0
66,100,0,0.0,1.0
66,100,1,7.0,0.0
66,30,0,8.0,1.0
67,100,0,6.0,1.0
67,100,1,19.0,0.0
67,30,0,1.0,1.0
68,1000,0,2.0,0.0
68,300,0,3.0,0.0
68,100,0,3.0,0.0
68,30,0,1.0,1.0
69,300,0,1.0,0.0
69,100,0,6.0,1.0
69,30,0,1.0,3.0
69,30,1,31.0,0.0
70,1000,0,19.0,0.0
70,300,0,1.0,0.0
70,100,0,1.0,1.0
70,100,1,9.0,0.0
71,1000,0,2.0,0.0
71,300,0,8.0,1.0
71,300,1,9.0,0.0
71,100,0,9.0,1.0
72,300,0,8.0,1.0
72,100,0,6.0,4.0
72,100,1,15.0,2.0
72,100,2,19.0,1.0
72,100,3,32.0,0.0
72,30,0,1.0,0.0
73,300,0,3.0,0.0
73,100,0,2.0,0.0
74,1000,0,1.0,0.0
74,300,0,10.0,1.0
74,300,1,16.0,0.0
74,100,0,6.0,1.0
74,30,0,0.0,4.0
74,30,1,15.0,3.0
75,1000,0,11.0,0.0
75,100,0,2.0,0.0
75,30,0,1.0,0.0
76,300,0,14.0,2.0
76,100,0,19.0,2.0
76,100,1,26.0,1.0
76,30,0,12.0,3.0
77,300,0,3.0,0.0
77,100,0,3.0,2.0
77,30,0,3.0,0.0
78,1000,0,14.0,0.0
78,300,0,24.0,3.0
78,100,0,6.0,1.0
78,30,0,4.0,1.0
79,1000,0,3.0,0.0
79,300,0,1.0,0.0
79,100,0,1.0,0.0
79,30,0,2.0,0.0
80,1000,0,20.0,0.0
80,300,0,5.0,0.0
80,100,0,3.0,0.0
80,30,0,5.0,1.0
81,1000,0,11.0,0.0
81,300,0,7.0,0.0
81,100,0,5.0,0.0
81,30,0,4.0,0.0
82,300,0,6.0,1.0
82,300,1,12.0,0.0
82,100,0,5.0,1.0
82,100,1,12.0,0.0
82,30,0,3.0,2.0
82,30,1,12.0,0.0
83,300,0,7.0,0.0
83,100,0,7.0,0.0
84,300,0,2.0,0.0
84,100,0,14.0,1.0
84,100,1,17.0,0.0
84,30,0,17.0,0.0
85,300,0,3.0,0.0
85,100,0,1.0,0.0
85,30,0,1.0,0.0
86,300,0,6.0,1.0
86,300,1,11.0,0.0
86,100,0,11.0,0.0
86,30,0,0.0,1.0
87,300,0,1.0,0.0
87,100,0,3.0,0.0
87,30,0,1.0,0.0
88,1000,0,8.0,0.0
88,300,0,2.0,0.0
88,100,0,2.0,0.0
88,30,0,5.0,0.0
89,1000,0,27.0,0.0
89,300,0,1.0,0.0
89,100,0,4.0,2.0
89,100,1,12.0,1.0
89,30,0,5.0,3.0
89,30,1,12.0,1.0
90,300,0,5.0,0.0
90,100,0,13.0,3.0
90,30,0,13.0,1.0
91,300,0,7.0,0.0
91,100,0,1.0,0.0
91,30,0,7.0,1.0
92,1000,0,1.0,0.0
92,300,0,7.0,0.0
92,100,0,3.0,2.0
92,100,1,7.0,0.0
92,30,0,3.0,0.0
93,1000,0,15.0,0.0
93,300,0,5.0,0.0
93,100,0,3.0,0.0
93,30,0,4.0,1.0
94,300,0,1.0,0.0
94,100,0,1.0,0.0
94,30,0,15.0,1.0
95,1000,0,9.0,0.0
95,300,0,8.0,2.0
95,300,1,10.0,1.0
95,300,2,19.0,0.0
95,100,0,8.0,2.0
95,100,1,17.0,0.0
96,300,0,3.0,0.0
96,100,0,1.0,1.0
96,100,1,3.0,0.0
96,30,0,1.0,1.0
96,30,1,3.0,0.0
97,300,0,8.0,1.0
97,300,1,11.0,0.0
97,100,0,7.0,0.0
97,30,0,7.0,0.0
98,1000,0,27.0,0.0
98,300,0,3.0,0.0
98,100,0,5.0,2.0
99,300,0,1.0,0.0
99,100,0,1.0,0.0
99,30,0,4.0,1.0
