age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,50K
29,1,162298,0,13,0,3,2,0,0,0,0,70,0,1
23,0,211678,1,10,2,7,3,0,0,0,0,40,0,0
79,0,124744,1,10,0,5,4,0,0,0,0,20,0,0
27,0,213921,3,9,2,2,1,0,0,0,0,40,20,0
40,0,32214,5,12,0,8,2,0,0,0,0,40,0,0
67,8,212759,12,6,0,14,2,0,0,0,0,2,0,0
18,0,309634,2,7,2,2,1,0,1,0,0,22,0,0
31,4,125927,8,4,0,9,2,0,0,0,0,40,0,0
18,0,446839,3,9,2,3,3,0,0,0,0,30,0,0
52,0,276515,0,13,0,2,2,0,0,0,0,40,12,0
46,0,51618,3,9,0,2,0,0,1,0,0,40,0,0
59,0,159937,3,9,0,3,2,0,0,0,0,48,0,0
44,0,343591,3,9,1,1,3,0,1,14344,0,40,0,1
53,0,346253,3,9,1,3,1,0,1,0,0,35,0,0
49,4,268234,3,9,0,12,2,0,0,0,0,40,0,1
33,0,202051,10,14,0,5,2,0,0,0,0,50,0,0
30,0,54334,7,5,2,3,3,0,0,0,0,40,0,0
43,3,410867,13,16,2,5,3,0,1,0,0,50,0,1
57,0,249977,6,11,0,5,2,0,0,0,0,40,0,0
37,0,286730,1,10,1,1,5,0,1,0,0,40,0,0
28,0,212563,1,10,1,7,5,4,1,0,0,25,0,0
30,0,117747,3,9,0,3,0,1,1,0,1573,35,41,0
34,4,226296,0,13,0,12,2,0,0,0,0,40,0,1
29,4,115585,1,10,2,6,3,0,0,0,0,50,0,0
48,1,191277,13,16,0,5,2,0,0,0,1902,60,0,1
37,0,202683,1,10,0,3,2,0,0,0,0,48,0,1
48,0,171095,5,12,1,4,5,0,1,0,0,40,2,0
32,3,249409,3,9,2,2,1,4,0,0,0,40,0,0
76,0,124191,10,14,0,4,2,0,0,0,0,40,0,1
44,0,198282,0,13,0,4,2,0,0,15024,0,60,0,1
47,1,149116,10,14,2,5,3,0,1,0,0,50,0,0
20,0,188300,1,10,2,0,1,0,1,0,0,40,0,0
29,0,103432,3,9,2,1,3,0,0,0,0,40,0,0
32,2,317660,3,9,0,1,2,0,0,7688,0,40,0,1
17,8,304873,12,6,2,14,1,0,1,34095,0,32,0,0
30,0,194901,2,7,2,6,1,0,0,0,0,40,0,0
31,4,189265,3,9,2,8,3,0,1,0,0,40,0,0
42,0,124692,3,9,0,6,2,0,0,0,0,40,0,0
24,0,432376,0,13,2,3,4,0,0,0,0,40,0,0
38,0,65324,4,15,0,5,2,0,0,0,0,40,0,1
56,1,335605,3,9,0,2,2,0,0,0,1887,50,4,1
28,0,377869,1,10,0,3,0,0,1,4064,0,25,0,0
36,0,102864,3,9,2,7,1,0,1,0,0,40,0,0
53,0,95647,7,5,0,6,2,0,0,0,0,50,0,0
56,2,303090,1,10,0,3,2,0,0,0,0,50,0,0
49,4,197371,6,11,0,1,2,4,0,0,0,40,0,1
55,0,247552,1,10,0,3,2,0,0,0,0,56,0,0
22,0,102632,3,9,2,1,3,0,0,0,0,41,0,0
21,0,199915,1,10,2,2,1,0,1,0,0,40,0,0
40,0,118853,0,13,0,4,2,0,0,0,0,60,0,0
30,0,77143,0,13,2,4,1,4,0,0,0,40,5,0
29,5,267989,0,13,0,5,2,0,0,0,0,50,0,1
19,0,301606,1,10,2,2,1,4,0,0,0,35,0,0
47,0,287828,0,13,0,4,0,0,1,0,0,40,0,1
20,0,111697,1,10,2,8,1,0,1,0,1719,28,0,0
31,0,114937,5,12,0,8,2,0,0,0,0,40,0,1
35,8,129305,3,9,0,14,2,0,0,0,0,40,0,0
39,0,365739,1,10,1,1,3,0,0,0,0,40,0,0
28,0,69621,5,12,2,3,3,0,1,0,0,60,0,0
24,0,43323,3,9,2,2,3,0,1,0,1762,40,0,0
38,1,120985,3,9,0,1,2,0,0,4386,0,35,0,0
37,0,254202,0,13,0,3,2,0,0,0,0,50,0,0
46,0,146195,5,12,1,0,3,4,1,0,0,36,0,0
38,3,125933,10,14,0,5,2,0,0,0,0,40,13,1
43,1,56920,3,9,0,1,2,0,0,0,0,60,0,0
27,0,163127,6,11,0,8,0,0,1,0,0,35,0,0
20,0,34310,1,10,2,3,1,0,0,0,0,20,0,0
49,0,81973,1,10,0,1,2,1,0,0,0,40,0,1
61,2,66614,3,9,0,1,2,0,0,0,0,40,0,0
27,0,232782,1,10,2,3,1,0,1,0,0,40,0,0
19,0,316868,1,10,2,2,1,0,0,0,0,30,20,0
45,0,196584,6,11,2,5,3,0,1,0,1564,40,0,1
70,0,105376,1,10,2,0,4,0,0,0,0,40,0,0
31,0,185814,3,9,2,10,5,4,1,0,0,30,0,0
22,0,175374,1,10,0,2,2,0,0,0,0,24,0,0
36,0,108293,3,9,4,2,5,0,1,0,0,24,0,0
64,0,181232,2,7,0,1,2,0,0,0,2179,40,0,0
43,8,174662,1,10,1,14,3,0,1,0,0,40,0,0
47,4,186009,1,10,1,8,5,0,1,0,0,38,20,0
34,0,198183,3,9,2,8,3,0,1,0,0,40,0,0
33,0,163003,0,13,2,4,4,1,1,0,0,40,15,0
21,0,296158,3,9,2,1,1,0,0,0,0,35,0,0
52,8,252903,3,9,1,14,3,0,0,0,0,45,0,1
48,0,187715,3,9,0,1,2,0,0,0,0,46,0,0
23,0,214542,0,13,2,6,3,0,0,0,0,40,0,0
71,1,494223,1,10,3,3,5,4,0,0,1816,2,0,0
29,0,191535,3,9,1,1,3,0,0,0,0,60,0,0
42,0,228456,0,13,3,2,4,4,0,0,0,50,0,0
68,8,38317,11,2,1,14,3,0,1,0,0,20,0,0
25,0,252752,3,9,2,2,5,0,1,0,0,40,0,0
44,2,78374,10,14,1,4,5,1,1,0,0,40,0,0
28,0,88419,3,9,2,4,3,1,1,0,0,40,2,0
45,1,201080,10,14,0,3,2,0,0,0,0,40,0,1
36,0,207157,1,10,1,2,5,0,1,0,0,40,20,0
39,3,235485,5,12,2,4,3,0,0,0,0,42,0,0
46,5,102628,10,14,4,12,5,0,0,0,0,40,0,0
18,0,25828,2,7,2,6,1,0,0,0,0,16,0,0
66,4,54826,6,11,4,5,3,0,1,0,0,20,0,0
27,0,124953,3,9,2,2,3,0,0,0,1980,40,0,0
28,5,175325,3,9,0,12,2,0,0,0,0,40,0,0
51,0,96062,1,10,0,3,2,0,0,0,1977,40,0,1
27,0,428030,0,13,2,1,3,0,0,0,0,50,0,0
28,5,149624,0,13,0,5,2,0,0,0,0,40,0,1
27,0,253814,3,9,5,3,5,0,1,0,0,25,0,0
21,0,312956,3,9,2,1,1,4,0,0,0,40,0,0
34,0,483777,3,9,2,6,3,4,0,0,0,40,0,0
18,0,183930,3,9,2,2,1,0,0,0,0,12,0,0
33,0,37274,0,13,0,5,2,0,0,0,0,65,0,0
44,4,181344,1,10,0,4,2,4,0,0,0,38,0,1
43,0,114580,1,10,1,8,3,0,1,0,0,40,0,0
30,0,633742,1,10,2,1,3,4,0,0,0,45,0,0
40,0,286370,8,4,0,7,2,0,0,0,0,40,20,1
37,3,29054,1,10,0,8,2,0,0,0,0,42,0,1
34,0,304030,3,9,0,8,2,4,0,0,0,40,0,0
41,1,143129,0,13,1,4,3,0,1,0,0,40,0,0
53,8,135105,0,13,1,14,3,0,1,0,0,50,0,0
31,0,99928,10,14,0,5,0,0,1,0,0,50,0,0
58,5,109567,13,16,0,5,2,0,0,0,0,1,0,1
38,0,155222,1,10,1,7,3,4,1,0,0,28,0,0
24,0,159567,1,10,0,7,2,0,0,0,0,40,0,0
41,4,523910,0,13,0,1,2,4,0,0,0,40,0,0
47,0,120939,1,10,0,0,2,0,0,0,0,45,0,0
41,3,130760,0,13,0,0,2,0,0,0,0,24,0,0
23,0,197387,14,3,0,10,4,0,0,0,0,40,20,0
36,0,99374,1,10,1,1,3,0,0,0,0,40,0,0
40,3,56795,10,14,2,4,3,0,1,14084,0,55,0,1
35,0,138992,10,14,0,5,4,0,0,7298,0,40,0,1
24,1,32921,3,9,2,3,3,0,0,0,0,40,0,0
26,0,397317,10,14,2,5,3,0,1,0,1876,40,0,0
19,8,170653,3,9,2,14,1,0,0,0,0,40,16,0
51,0,259323,0,13,0,4,2,0,0,0,0,50,0,1
42,4,254817,1,10,2,5,3,0,1,0,1340,40,0,0
37,5,48211,3,9,1,8,5,0,1,0,0,35,0,0
18,0,140164,2,7,2,3,1,0,1,0,0,40,0,0
36,0,128757,0,13,0,2,2,4,0,7298,0,36,0,1
35,0,36270,3,9,1,1,3,0,0,0,0,60,0,0
58,2,210563,3,9,0,3,0,0,1,15024,0,35,0,1
17,0,65368,2,7,2,3,1,0,1,0,0,12,0,0
44,4,160943,3,9,0,10,2,4,0,0,0,40,0,0
37,0,208358,3,9,0,1,2,0,0,0,0,40,0,1
35,0,153790,1,10,2,3,3,2,1,0,0,40,0,0
60,0,85815,3,9,0,1,2,1,0,0,0,40,0,0
54,2,125417,8,4,0,7,2,0,0,0,0,40,0,1
37,0,635913,0,13,2,4,3,4,0,0,0,60,0,1
50,0,313321,5,12,1,3,3,0,1,0,0,40,0,0
38,0,182609,0,13,0,3,2,0,0,0,0,50,17,0
45,0,109434,0,13,0,5,2,0,0,0,0,55,0,0
25,0,255004,12,6,2,1,3,0,0,0,0,40,0,0
31,0,197860,1,10,0,6,2,0,0,0,0,40,0,0
64,8,187656,11,2,1,14,3,0,0,0,0,40,0,0
90,0,51744,3,9,2,2,3,4,0,0,2206,40,0,0
54,0,176681,3,9,0,8,2,4,0,0,0,20,0,0
53,4,140359,15,1,2,7,3,0,1,0,0,35,0,0
18,0,243313,3,9,2,3,1,0,1,0,0,40,0,0
60,8,24215,12,6,1,14,3,2,1,0,0,10,0,0
66,1,167687,3,9,0,9,2,0,0,1409,0,50,0,0
75,0,314209,6,11,4,8,3,0,1,0,0,20,29,0
65,0,176796,3,9,1,8,3,0,1,0,0,40,0,0
35,0,538583,2,7,3,10,3,4,0,3674,0,40,0,0
41,0,130408,3,9,1,3,5,4,1,0,0,38,0,0
25,0,159732,1,10,2,8,3,0,0,0,0,42,0,0
33,0,110978,1,10,1,1,4,3,1,0,0,40,0,0
28,0,76714,4,15,2,5,3,0,0,0,0,55,0,1
59,5,268700,3,9,0,2,2,0,0,0,0,40,0,0
40,5,170525,1,10,2,8,3,0,1,0,0,38,0,0
41,0,180138,0,13,0,4,2,0,0,0,0,50,13,1
38,4,115076,10,14,0,4,2,0,0,0,0,70,0,1
23,0,115458,3,9,2,10,1,0,0,0,0,40,0,0
40,0,347890,0,13,0,5,2,0,0,0,0,40,0,1
41,1,196001,3,9,0,2,0,0,1,0,0,20,0,0
24,5,273905,5,12,0,12,2,0,0,0,0,50,0,0
20,8,119156,1,10,2,14,1,0,0,0,0,20,0,0
38,0,179488,1,10,1,1,3,0,0,0,1741,40,0,0
56,0,203580,3,9,0,8,2,0,0,0,0,35,41,0
58,0,236596,3,9,0,8,2,0,0,0,0,45,0,1
32,0,183916,3,9,2,2,3,0,1,0,0,34,0,0
40,0,207578,5,12,0,0,2,0,0,0,1977,60,0,1
45,0,153141,3,9,0,8,2,0,0,0,0,40,41,0
41,0,112763,4,15,0,5,0,0,1,0,0,40,0,1
42,0,390781,0,13,0,8,0,4,1,0,0,40,0,0
59,4,171328,12,6,4,2,5,4,1,0,0,30,0,0
19,4,27382,1,10,2,8,1,0,0,0,0,40,0,0
58,0,259014,1,10,2,10,3,0,0,0,0,20,0,0
42,1,303044,3,9,0,9,2,1,0,0,0,40,1,1
20,0,117789,3,9,2,2,1,0,1,0,0,40,0,0
32,0,172579,3,9,3,2,3,0,1,0,0,30,0,0
45,0,187666,6,11,4,4,3,0,1,0,0,45,0,0
50,0,204518,8,4,1,1,3,0,0,0,0,40,0,0
36,0,150042,0,13,1,5,1,0,1,0,0,40,0,0
45,0,98092,3,9,0,3,2,0,0,0,0,60,0,0
17,0,245918,2,7,2,2,1,0,0,0,0,12,0,0
59,0,146013,1,10,0,3,2,0,0,4064,0,40,0,0
26,0,378322,2,7,0,1,2,0,0,0,0,40,0,0
37,2,257295,1,10,0,4,2,1,0,0,0,75,34,1
19,8,218956,1,10,2,14,1,0,0,0,0,24,4,0
64,0,21174,3,9,0,4,2,0,0,0,0,40,0,1
33,0,185480,0,13,2,5,3,0,1,0,0,45,0,0
33,0,222205,3,9,0,1,0,0,1,0,0,40,0,1
61,0,69867,3,9,0,4,2,0,0,0,0,40,0,1
17,0,191260,7,5,2,2,1,0,0,1055,0,24,0,0
50,1,30653,10,14,0,9,2,0,0,2407,0,98,0,0
27,4,209109,10,14,2,5,1,0,0,0,0,35,0,0
30,0,70377,3,9,1,5,1,0,1,0,0,40,0,0
43,0,477983,3,9,0,6,2,4,0,0,0,40,0,0
44,0,170924,1,10,0,1,2,0,0,7298,0,40,0,1
35,0,190174,1,10,2,4,3,0,1,0,0,40,0,0
25,0,193787,1,10,2,0,1,0,1,0,0,40,0,0
24,0,279472,1,10,0,7,0,0,1,7298,0,48,0,1
22,0,34918,0,13,2,5,3,0,1,0,0,15,5,0
42,4,97688,1,10,0,1,2,0,0,5178,0,40,0,1
34,0,175413,5,12,1,3,5,4,1,0,0,45,0,0
60,0,173960,0,13,1,5,3,0,1,0,0,42,0,0
21,0,205759,3,9,2,6,1,0,0,0,0,40,0,0
57,3,425161,10,14,0,3,2,0,0,15024,0,40,0,1
41,0,220531,4,15,0,5,2,0,0,0,0,60,0,1
50,0,176609,1,10,1,2,3,0,0,0,0,45,0,0
25,0,371987,0,13,2,4,3,0,1,0,0,40,0,0
50,0,193884,8,4,0,1,2,0,0,0,0,40,26,0
36,0,200352,0,13,0,5,2,0,0,0,0,45,0,0
31,0,127595,3,9,1,5,3,0,1,0,0,40,0,0
29,4,220419,0,13,2,12,3,0,0,0,0,56,0,0
21,0,231931,1,10,2,3,1,0,0,0,0,45,0,0
27,0,248402,0,13,2,0,5,4,1,0,0,40,0,0
65,0,111095,3,9,0,10,2,0,0,0,0,16,0,0
37,2,57424,0,13,1,3,3,0,1,0,0,60,0,0
39,8,157443,10,14,0,14,0,1,1,3464,0,40,41,0
24,0,278130,3,9,2,1,1,0,0,0,0,40,0,0
38,0,169469,3,9,1,3,3,0,0,0,0,80,0,0
48,0,146268,0,13,0,8,2,0,0,7688,0,40,0,1
21,0,153718,1,10,2,2,3,1,1,0,0,25,0,0
31,0,217460,3,9,0,10,2,0,0,0,0,45,0,1
55,0,238638,3,9,0,3,2,0,0,4386,0,40,0,1
24,0,303296,1,10,0,8,0,1,1,0,0,40,25,0
43,0,173321,3,9,1,8,3,0,1,0,0,40,0,0
26,0,193945,5,12,2,0,3,0,0,0,0,45,0,0
46,0,83082,5,12,2,5,3,0,1,0,0,33,0,0
35,0,193815,5,12,0,8,2,0,0,0,0,40,0,1
41,2,34987,1,10,0,9,2,0,0,0,0,54,0,1
26,0,59306,0,13,2,3,3,0,0,0,0,40,0,0
34,0,142897,10,14,0,4,2,1,0,7298,0,35,27,1
19,8,860348,1,10,2,14,1,4,1,0,0,25,0,0
36,1,205607,0,13,1,5,3,4,1,0,0,40,0,1
22,0,199698,1,10,2,3,1,0,0,0,0,15,0,0
24,0,191954,1,10,2,7,3,0,0,0,0,40,0,0
77,1,138714,1,10,0,3,2,0,0,0,0,40,0,0
22,0,399087,14,3,0,7,4,0,1,0,0,40,20,0
29,0,423158,1,10,2,0,3,0,1,0,0,40,0,0
62,0,159841,3,9,4,2,3,0,1,0,0,24,0,0
39,1,174308,3,9,0,4,2,0,0,0,0,40,0,0
43,0,50356,1,10,0,1,2,0,0,0,1485,50,0,0
35,0,186110,3,9,1,10,3,0,0,0,0,45,0,0
29,0,200381,2,7,2,4,3,0,1,0,0,40,0,0
76,1,174309,10,14,0,1,2,0,0,0,0,10,0,0
63,1,78383,3,9,0,9,2,0,0,0,0,45,0,0
23,8,211601,6,11,2,14,1,4,1,0,0,15,0,0
43,0,187728,1,10,0,5,0,0,1,0,1887,50,0,1
58,1,321171,3,9,0,6,2,0,0,0,0,40,0,0
66,0,127921,3,9,2,10,3,0,0,2050,0,55,0,0
41,0,206565,1,10,2,1,3,4,0,0,0,45,0,0
26,0,224563,0,13,2,8,3,0,0,0,0,40,0,0
47,0,178686,6,11,2,2,3,0,0,0,0,40,0,0
55,4,98545,12,6,0,8,2,0,0,0,0,40,0,0
53,0,242606,3,9,0,10,2,0,0,0,0,40,0,0
17,0,270942,14,3,2,2,4,0,0,0,0,48,20,0
30,0,94235,3,9,2,1,4,0,0,0,0,40,0,0
49,0,71195,10,14,2,5,3,0,0,0,0,60,0,0
19,0,104112,3,9,2,3,5,4,0,0,0,30,28,0
45,0,261192,3,9,0,2,2,4,0,0,0,40,0,0
26,0,94936,5,12,2,3,3,0,0,0,0,40,0,0
38,0,296478,6,11,0,1,2,0,0,7298,0,40,0,1
36,5,119272,3,9,0,12,2,0,0,7298,0,40,0,1
33,0,85043,3,9,2,9,3,0,0,0,0,20,0,0
22,5,293364,1,10,2,12,1,4,1,0,0,40,0,0
43,1,241895,0,13,2,3,3,0,0,0,0,42,0,0
67,8,36135,2,7,0,14,2,0,0,0,0,8,0,0
30,8,151989,6,11,1,14,5,0,1,0,0,40,0,0
56,0,101128,5,12,5,2,3,0,0,0,0,25,13,0
31,0,156464,0,13,2,5,1,0,0,0,0,25,0,0
33,0,117963,0,13,0,4,2,0,0,0,0,40,0,1
26,0,192262,3,9,0,2,2,0,0,0,0,40,0,0
33,0,111363,0,13,0,4,2,0,0,0,0,40,0,1
46,4,329752,2,7,0,10,2,0,0,0,0,30,0,0
59,8,372020,0,13,0,14,2,0,0,0,0,40,0,1
38,3,95432,3,9,0,8,2,0,0,0,0,40,0,1
65,0,161400,2,7,4,2,5,3,0,0,0,40,0,0
40,0,96129,6,11,0,0,2,0,0,0,0,40,0,1
42,0,111949,3,9,0,8,0,0,1,0,0,35,0,0
26,1,117125,7,5,0,1,2,0,0,0,0,40,21,0
36,0,348022,12,6,0,2,0,0,1,0,0,24,0,0
62,0,270092,10,14,0,5,2,0,0,0,0,40,0,1
43,0,180609,0,13,0,10,2,0,0,0,0,45,0,0
43,0,174575,0,13,1,4,3,0,0,0,1564,45,0,1
22,0,410439,3,9,5,3,3,0,0,0,0,55,0,0
28,0,92262,3,9,0,1,2,0,0,0,0,40,0,0
56,1,183081,1,10,0,3,2,0,0,0,0,45,0,0
22,0,362589,5,12,2,3,3,0,1,0,0,15,0,0
57,0,212448,0,13,1,4,3,0,1,0,0,45,0,1
39,0,481060,3,9,1,3,5,0,1,0,0,40,0,0
26,3,185885,1,10,2,8,5,0,1,0,0,15,0,0
17,0,89821,2,7,2,2,1,0,0,0,0,10,0,0
40,5,184018,6,11,0,7,2,0,0,0,0,38,0,1
45,0,256649,3,9,0,7,2,4,0,0,0,40,0,0
44,0,160323,3,9,2,1,3,4,0,0,0,40,0,0
20,4,350845,1,10,2,8,1,0,1,0,0,10,0,0
33,0,267404,3,9,0,1,0,0,1,0,0,40,0,0
23,0,35633,1,10,2,3,3,0,0,0,0,40,0,0
46,1,80914,10,14,1,4,3,0,0,0,0,30,0,0
38,0,172927,3,9,0,3,2,0,0,0,0,50,0,0
54,0,174319,3,9,1,10,3,0,0,0,0,40,0,0
46,0,214955,14,3,1,1,3,0,1,0,2339,45,0,0
25,0,344991,1,10,0,1,2,0,0,0,0,40,0,0
46,0,108699,1,10,1,3,3,0,1,0,0,40,0,0
36,4,117312,1,10,0,10,0,0,1,0,0,40,0,0
23,0,396099,3,9,2,2,3,0,1,0,0,25,0,0
29,0,134152,3,9,3,7,3,0,0,0,0,40,0,0
44,0,162028,1,10,0,8,0,0,1,0,2415,6,0,1
19,0,25429,1,10,2,8,1,0,1,0,0,16,0,0
19,0,232392,3,9,2,2,4,0,1,0,0,40,0,0
35,0,220098,3,9,0,2,0,0,1,0,0,40,0,1
27,0,301302,0,13,2,1,3,0,0,0,0,50,0,0
46,1,277946,5,12,3,1,3,0,0,0,0,40,0,0
34,5,98101,0,13,0,4,2,0,0,7688,0,45,41,1
34,0,196164,3,9,2,2,3,0,1,0,0,35,0,0
44,0,115562,1,10,0,0,2,0,0,0,0,40,0,0
45,0,96975,1,10,1,6,5,0,1,0,0,40,0,0
20,8,137300,3,9,2,14,4,0,1,0,0,35,0,0
25,0,86872,0,13,0,4,2,0,0,0,0,55,0,1
52,2,132178,0,13,0,4,2,0,0,0,0,50,0,1
20,0,416103,1,10,2,6,1,0,0,0,0,40,0,0
28,0,108574,1,10,2,2,3,0,1,0,0,40,0,0
50,5,288353,0,13,0,12,2,0,0,0,0,40,0,1
34,0,227689,6,11,1,0,3,0,1,0,0,64,0,0
28,0,166481,8,4,0,6,2,3,0,0,2179,40,3,0
41,0,445382,10,14,0,4,2,0,0,0,1977,65,0,1
28,0,110145,3,9,0,8,2,0,0,0,0,40,0,0
46,1,317253,3,9,0,1,2,0,0,0,0,25,0,0
28,8,123147,1,10,0,14,0,0,1,0,1887,40,0,1
32,0,364657,1,10,0,4,2,0,0,0,0,50,0,0
41,4,42346,1,10,1,2,3,4,1,0,0,24,0,0
24,0,241951,3,9,2,6,5,4,1,0,0,40,0,0
33,0,118500,1,10,1,4,5,0,1,0,0,40,0,0
46,0,188386,13,16,0,4,2,0,0,15024,0,60,0,1
31,5,1033222,1,10,0,7,2,0,0,0,0,40,0,0
35,0,92440,9,8,1,1,3,0,0,0,0,50,0,1
52,0,190762,11,2,0,7,2,0,0,0,0,40,20,0
30,0,426017,2,7,2,2,1,0,1,0,0,19,0,0
34,4,243867,2,7,3,7,3,4,0,0,0,40,0,0
34,5,240283,3,9,1,10,5,0,1,0,0,40,0,0
20,0,61777,1,10,0,3,2,0,0,0,0,30,0,0
17,0,175024,2,7,2,6,1,0,0,2176,0,18,0,0
32,5,92003,0,13,0,4,0,0,1,0,0,40,0,1
29,0,188401,3,9,1,9,3,0,0,0,0,40,0,0
33,0,228528,12,6,2,1,5,0,1,0,0,35,0,0
25,0,133373,3,9,0,10,2,0,0,0,0,60,0,0
36,3,255191,10,14,2,5,3,0,0,0,1408,40,0,0
23,0,204653,3,9,2,6,3,0,0,0,0,72,24,0
63,2,222289,3,9,0,4,2,0,0,0,0,40,0,1
47,4,287480,10,14,0,5,2,0,0,0,0,40,0,0
80,8,107762,3,9,4,14,3,0,0,0,0,24,0,0
17,8,202521,2,7,2,14,1,0,0,0,0,40,0,0
40,1,204116,0,13,5,5,3,0,1,2174,0,40,0,0
30,0,29662,5,12,0,2,0,0,1,0,0,25,0,1
27,0,116358,1,10,2,1,1,1,0,0,1980,40,15,0
33,0,208405,10,14,0,5,2,0,0,0,0,50,0,1
34,4,284843,3,9,2,9,3,4,0,594,0,60,0,0
34,4,117018,1,10,2,12,3,0,1,0,0,40,0,0
23,0,81281,1,10,0,8,2,0,0,0,0,40,0,0
42,4,340148,1,10,0,8,0,0,1,0,0,40,0,0
29,0,363425,0,13,2,5,3,0,0,0,0,40,0,0
45,0,45857,3,9,1,8,3,0,1,0,0,28,0,0
24,3,191073,3,9,2,13,1,0,0,0,0,40,0,0
44,0,116632,1,10,0,5,2,0,0,0,0,40,0,1
27,0,405855,7,5,2,1,4,0,0,0,0,40,20,0
