age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,50K
21,0,447488,14,3,2,7,4,0,0,0,0,38,20,0
31,0,220915,6,11,3,1,3,0,0,0,0,40,0,0
23,0,42251,0,13,2,4,3,0,1,0,0,45,0,0
34,0,162312,0,13,0,8,2,1,0,0,0,40,15,0
25,0,77698,3,9,2,7,3,1,1,0,0,40,15,0
39,0,282951,3,9,2,1,5,0,0,0,0,40,0,0
52,2,311259,3,9,0,3,2,0,0,0,0,40,0,1
63,4,65479,7,5,0,10,2,0,0,7688,0,40,0,1
41,0,277256,1,10,0,1,2,0,0,0,0,40,0,0
46,0,312088,0,13,0,5,2,0,0,15024,0,38,0,1
53,4,169719,3,9,0,4,2,0,0,0,0,40,0,0
25,8,270276,7,5,3,14,3,0,1,1055,0,40,0,0
77,8,172744,1,10,0,14,2,0,0,0,0,35,0,0
18,0,96869,9,8,2,11,1,0,0,0,0,40,0,0
38,0,237943,4,15,0,5,2,0,0,0,0,50,0,0
55,0,119751,10,14,2,4,5,1,1,0,0,50,34,0
34,0,236861,3,9,0,0,2,0,0,0,0,40,0,1
80,1,201092,3,9,0,2,2,0,0,0,0,30,0,0
34,0,147215,6,11,1,0,5,0,1,0,0,60,0,0
52,0,152373,1,10,0,0,2,0,0,5013,0,40,0,0
42,0,227968,3,9,2,2,5,4,1,0,0,28,28,0
26,0,362617,1,10,2,3,3,0,1,0,0,40,0,0
31,0,103435,3,9,0,10,2,0,0,0,0,40,0,0
25,4,281412,3,9,2,2,1,0,1,0,0,35,0,0
55,1,105239,3,9,0,1,2,0,0,0,2057,60,0,0
19,0,230165,1,10,2,2,1,0,1,0,0,12,0,0
62,1,177493,1,10,0,10,2,0,0,0,0,32,0,0
22,3,104443,1,10,2,8,1,0,1,0,0,20,0,0
39,8,110342,3,9,0,14,0,0,1,0,0,50,0,0
35,0,143385,3,9,0,6,2,0,0,0,0,40,0,0
28,0,107189,3,9,0,3,1,0,1,0,0,40,0,0
47,0,212944,3,9,0,10,2,0,0,0,0,70,0,1
44,5,138634,3,9,0,7,2,0,0,0,0,40,0,0
21,0,99970,1,10,2,3,1,0,0,0,0,15,0,0
35,0,203717,6,11,2,1,3,0,0,0,0,50,0,0
24,0,313956,0,13,0,5,2,0,0,0,0,40,0,1
42,3,177937,0,13,2,5,3,0,0,0,0,40,41,0
28,0,193868,0,13,2,0,1,0,0,0,0,50,0,0
21,0,250939,1,10,2,7,4,0,0,0,0,35,0,0
62,3,57629,1,10,1,0,3,4,0,4650,0,40,0,0
39,0,281768,3,9,2,2,3,4,1,0,0,40,0,0
30,5,260782,3,9,2,2,3,0,0,0,0,40,0,0
72,1,243769,4,15,2,5,3,0,0,0,1429,20,0,0
50,0,109937,1,10,0,4,0,0,1,0,0,50,0,0
28,4,134890,10,14,2,5,3,0,0,0,0,40,0,0
29,0,100293,1,10,2,5,3,0,1,0,0,40,0,0
26,0,132179,0,13,2,8,1,0,1,0,0,40,0,0
27,0,116372,10,14,2,4,3,0,1,0,0,40,0,0
29,0,255412,1,10,0,6,2,0,0,3103,0,40,0,1
61,8,195789,3,9,0,14,2,0,0,0,0,40,0,0
29,0,342400,12,6,0,1,2,0,0,0,0,25,0,0
21,8,65481,1,10,2,14,1,0,1,0,0,30,0,0
31,0,169085,2,7,0,3,0,0,1,0,0,20,0,0
25,0,177221,3,9,0,4,2,0,0,0,0,75,0,0
58,0,65325,12,6,0,10,2,0,0,0,0,40,0,1
64,0,118944,1,10,0,4,0,0,1,0,0,40,0,1
46,5,149337,10,14,2,4,3,0,0,0,0,38,0,0
53,8,237868,3,9,0,14,2,0,0,0,0,35,0,1
19,0,106183,3,9,2,2,1,2,1,0,0,35,0,0
42,0,226388,3,9,1,2,3,4,0,0,0,52,0,0
18,0,220754,2,7,2,6,1,0,0,0,0,24,0,0
58,2,204021,0,13,0,1,2,0,0,15024,0,50,0,1
20,0,347391,1,10,2,12,3,4,0,0,0,60,0,0
35,3,413930,3,9,0,1,2,0,0,0,0,40,0,1
32,0,174201,3,9,0,6,2,0,0,0,0,38,0,1
23,0,145917,3,9,2,6,3,0,1,0,0,25,0,0
31,0,241797,1,10,1,0,5,0,1,0,0,40,0,0
33,0,265168,0,13,0,3,2,4,0,0,0,55,0,0
41,0,171234,1,10,2,7,3,0,1,0,0,48,0,0
22,0,178452,3,9,2,7,1,4,0,0,0,40,0,0
46,0,157857,1,10,0,12,2,0,0,0,0,40,0,1
61,3,512864,1,10,0,10,2,4,0,0,0,40,0,0
30,0,296462,3,9,2,4,3,4,0,0,0,40,0,0
42,0,171615,3,9,0,4,2,0,0,0,0,55,0,1
63,0,214071,12,6,0,6,2,0,0,0,0,40,0,0
26,0,172421,1,10,0,3,2,0,0,0,0,40,0,0
42,0,195488,12,6,1,8,5,0,1,0,0,40,0,0
23,0,316841,1,10,0,2,2,0,0,0,0,40,0,0
25,0,236267,3,9,2,7,5,0,0,0,1590,40,0,0
30,0,236543,7,5,0,2,2,0,0,0,0,32,36,1
23,0,318483,3,9,2,3,1,0,0,0,0,40,0,0
34,1,163756,6,11,2,9,3,0,0,27828,0,60,0,1
30,0,238186,3,9,0,7,4,0,0,0,2057,48,0,0
39,0,329980,1,10,0,1,2,0,0,0,0,40,0,1
30,0,169269,2,7,2,6,4,0,0,0,1721,38,3,0
38,4,34744,1,10,1,8,5,0,1,0,0,38,0,0
26,0,98114,3,9,1,4,1,0,1,0,0,40,0,0
20,0,109667,1,10,2,6,1,0,0,0,0,16,0,0
37,4,263690,0,13,2,5,5,4,0,0,0,40,41,0
33,0,147430,3,9,0,8,1,0,1,0,0,40,0,0
24,0,224238,0,13,2,8,1,0,0,0,0,40,0,0
42,2,212894,0,13,0,4,2,0,0,0,0,60,0,1
51,1,136708,3,9,0,3,2,1,0,3103,0,84,19,0
56,4,38573,5,12,0,0,2,0,0,0,0,45,0,1
22,0,197200,1,10,2,6,1,0,0,0,0,40,0,0
52,1,182796,1,10,0,9,2,0,0,0,0,60,0,0
44,0,184527,0,13,1,4,5,0,1,4934,0,45,0,1
34,0,145231,3,9,0,8,0,0,1,4064,0,35,0,0
51,0,43354,1,10,1,1,3,0,0,0,0,42,0,1
20,8,318865,1,10,2,14,3,0,0,0,0,40,0,0
19,0,355712,1,10,2,3,3,0,1,0,0,25,0,0
37,0,98776,0,13,0,4,2,0,0,0,0,40,0,1
68,0,257557,3,9,0,7,2,4,0,0,0,40,0,1
22,0,102258,1,10,1,12,3,0,0,0,0,40,0,0
56,2,170287,0,13,0,4,2,0,0,0,0,40,0,0
37,0,243409,3,9,0,1,2,0,0,0,0,40,0,0
52,0,55608,11,2,0,7,2,0,0,0,0,40,20,0
26,0,248057,3,9,3,6,1,0,0,0,0,40,3,0
33,0,95530,10,14,0,5,2,0,0,0,0,50,0,0
45,4,54038,10,14,1,5,5,0,1,0,0,42,0,0
18,0,161245,2,7,2,2,1,0,0,0,0,15,0,0
43,1,388725,1,10,0,9,2,0,0,0,0,60,0,1
64,1,71807,13,16,0,5,2,0,0,15024,0,50,41,1
18,0,228216,3,9,2,6,1,0,0,0,0,20,0,0
20,8,303121,1,10,2,14,1,0,0,0,0,45,0,0
57,0,78020,3,9,0,1,2,0,0,0,0,40,0,1
41,0,249254,3,9,1,8,5,0,1,3674,0,42,0,0
34,0,87218,10,14,0,4,2,0,0,0,1887,50,0,1
19,0,304299,3,9,2,3,5,0,1,0,0,40,0,0
44,0,196234,7,5,1,2,5,0,1,0,0,55,24,0
56,0,197875,12,6,4,2,5,0,1,0,0,40,0,0
36,2,48063,3,9,0,9,2,0,0,0,0,80,0,0
48,0,253596,0,13,1,4,5,0,1,0,0,48,0,0
29,0,39257,3,9,0,10,2,0,0,0,0,40,0,1
33,0,56150,0,13,2,1,3,0,0,2174,0,40,0,0
31,0,179415,14,3,0,2,2,0,0,0,0,40,20,0
39,0,252445,10,14,0,5,2,0,0,0,0,45,0,1
66,0,275918,3,9,0,4,2,0,0,10605,0,40,0,1
27,0,106562,0,13,2,5,3,0,1,0,0,50,0,1
39,0,198654,3,9,1,4,5,4,1,99999,0,40,0,1
59,0,107318,8,4,0,1,2,0,0,5178,0,50,0,1
26,0,181896,3,9,2,2,1,0,1,0,0,40,0,0
31,0,106014,6,11,1,1,5,0,0,0,0,40,0,0
45,8,319993,3,9,4,14,5,0,1,0,0,40,20,0
23,0,197997,3,9,2,6,1,0,0,0,0,30,0,0
36,4,173542,3,9,1,8,5,0,1,0,0,40,0,0
34,0,207564,1,10,0,2,0,0,1,0,0,12,0,1
32,0,224462,3,9,0,10,2,0,0,0,0,84,0,1
37,0,123361,0,13,0,5,2,4,0,0,0,50,0,1
33,0,90409,0,13,2,3,3,0,0,0,0,45,0,0
50,1,165001,4,15,0,5,2,0,0,99999,0,80,0,1
32,3,149573,5,12,2,12,3,4,0,0,0,40,0,0
35,0,249456,0,13,2,8,1,4,1,0,0,40,0,0
37,0,149898,2,7,0,1,2,0,0,0,0,40,0,0
44,0,292985,1,10,1,1,3,0,0,0,0,60,0,0
57,0,50223,1,10,1,6,4,0,0,0,0,25,0,0
29,4,400074,1,10,0,4,1,0,1,0,0,40,0,0
55,0,197399,3,9,0,1,2,0,0,0,0,50,0,1
43,2,209547,4,15,0,5,2,0,0,0,0,25,0,1
43,0,52433,1,10,0,3,2,0,0,0,0,70,0,0
45,1,355978,1,10,0,3,2,0,0,0,0,60,0,1
33,1,48214,10,14,0,5,0,0,1,0,0,8,0,0
26,0,190873,12,6,1,2,5,0,1,0,0,40,5,0
23,0,278390,1,10,0,3,2,0,0,0,0,68,0,0
41,0,203217,8,4,3,1,3,0,0,0,0,40,20,0
24,0,279175,3,9,0,1,2,0,0,0,0,40,0,0
47,1,194590,0,13,0,3,2,0,0,0,0,44,0,0
34,1,198813,3,9,2,1,1,0,0,0,0,45,0,0
40,0,187294,3,9,0,4,2,0,0,0,0,40,0,1
28,0,302903,0,13,0,5,0,1,1,0,1485,40,0,0
24,0,154835,3,9,2,4,1,1,1,0,0,40,10,0
73,8,73402,1,10,0,14,2,0,0,0,0,10,0,0
23,0,100345,3,9,2,1,4,0,0,0,0,15,0,0
43,1,126320,3,9,0,4,2,4,0,0,0,40,0,1
26,0,142226,0,13,1,0,3,0,1,0,0,40,0,0
58,1,112076,13,16,6,4,0,0,1,0,1485,35,0,1
52,0,225339,3,9,4,8,5,4,1,0,0,35,0,0
29,0,211208,2,7,0,10,2,0,0,0,0,99,0,1
47,0,200808,2,7,0,2,2,0,0,0,0,35,29,0
49,0,220618,3,9,1,8,5,4,1,0,0,37,0,0
40,0,210493,2,7,4,8,5,0,1,0,0,40,0,0
62,1,369734,3,9,0,8,0,0,1,0,0,40,0,0
49,0,27898,3,9,0,4,2,0,0,0,1977,55,0,1
50,0,138193,0,13,1,5,4,0,1,0,0,50,0,1
31,0,224234,3,9,2,10,1,4,0,0,0,40,0,0
48,4,188741,10,14,2,5,3,0,1,0,0,50,0,0
24,0,183772,3,9,2,1,5,0,1,0,0,40,0,0
41,8,155041,3,9,2,14,1,0,1,3418,0,40,0,0
37,0,79586,3,9,3,7,1,1,0,0,0,60,0,0
45,0,355781,0,13,0,4,2,1,0,0,0,45,8,1
63,8,156158,3,9,0,14,2,0,0,0,0,16,0,0
36,0,116358,10,14,0,4,2,1,0,0,0,45,7,0
45,0,59287,0,13,0,4,2,0,0,0,0,40,0,0
41,0,138868,0,13,2,3,3,0,1,0,0,40,0,0
26,0,185885,5,12,2,0,4,0,1,0,0,20,0,0
17,0,40299,2,7,2,3,1,0,1,0,0,25,0,0
27,0,500068,3,9,0,2,2,0,0,0,0,36,41,0
43,0,51494,3,9,0,7,2,0,0,0,0,65,0,0
35,0,179481,3,9,2,10,1,0,0,0,0,55,0,0
38,0,365907,0,13,1,8,5,0,1,0,0,40,0,0
26,0,284343,3,9,2,7,3,0,0,0,0,40,0,0
28,0,204862,1,10,2,4,1,0,1,0,0,40,0,0
38,0,272476,0,13,0,5,0,0,1,0,0,24,0,1
36,0,175130,2,7,1,10,5,0,1,0,0,40,0,0
33,0,118941,3,9,0,8,0,0,1,0,0,40,0,1
19,0,164339,3,9,2,6,1,0,0,1055,0,70,0,0
22,8,213291,5,12,2,14,1,0,0,0,0,25,0,0
42,3,55457,12,6,0,8,2,0,0,0,0,40,20,0
50,0,280292,12,6,0,10,2,0,0,0,0,40,0,1
30,0,446894,3,9,0,6,2,0,0,0,0,30,0,0
37,5,67083,1,10,0,5,4,1,0,0,0,40,1,0
54,2,159219,4,15,0,5,2,0,0,99999,0,40,0,1
52,2,168539,0,13,2,4,3,0,0,0,0,40,0,0
65,0,88145,11,2,0,6,2,3,0,0,0,40,41,0
33,0,150309,3,9,1,1,3,0,1,0,0,40,0,0
25,0,122999,1,10,2,0,4,0,0,0,0,40,0,0
24,0,302195,0,13,2,3,3,0,0,0,0,45,0,0
26,0,210982,6,11,3,8,5,4,1,114,0,40,0,0
39,0,177140,3,9,3,8,3,0,0,0,0,40,0,1
59,0,113838,3,9,1,2,3,0,1,0,0,40,0,0
29,0,97165,1,10,2,8,5,0,1,0,0,40,0,0
47,0,104301,2,7,2,2,1,0,1,0,0,45,0,0
23,8,192028,1,10,2,14,1,0,1,0,0,35,0,0
64,2,115931,3,9,0,10,2,0,0,0,0,50,0,0
21,0,147280,3,9,2,2,1,3,0,0,0,20,0,0
32,0,185433,1,10,0,8,0,4,1,0,0,40,0,1
26,0,599057,3,9,2,4,3,4,1,0,0,37,0,0
19,8,50626,1,10,2,14,1,4,1,0,0,20,0,0
62,1,71467,10,14,0,5,2,0,0,0,0,40,0,0
32,0,183977,0,13,0,1,2,0,0,0,0,55,0,1
75,8,26586,12,6,5,14,3,0,1,0,0,5,0,0
45,1,196858,3,9,0,4,2,0,0,0,0,60,0,0
31,0,160594,0,13,0,4,2,0,0,0,1887,50,0,1
32,0,65278,3,9,0,8,2,0,0,2580,0,40,0,0
24,0,102258,0,13,0,3,2,0,0,0,0,40,0,0
25,0,196947,0,13,2,3,1,0,1,0,0,40,0,0
41,1,233150,3,9,0,4,2,0,0,0,0,60,0,0
18,0,42857,1,10,2,3,1,0,1,0,0,20,0,0
