age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,50K
398,36,0,116358,10,14,0,4,2,1,0,0,0,45,7,0
399,45,0,59287,0,13,0,4,2,0,0,0,0,40,0,0
400,41,0,138868,0,13,2,3,3,0,1,0,0,40,0,0
401,26,0,185885,5,12,2,0,4,0,1,0,0,20,0,0
402,17,0,40299,2,7,2,3,1,0,1,0,0,25,0,0
403,27,0,500068,3,9,0,2,2,0,0,0,0,36,41,0
404,43,0,51494,3,9,0,7,2,0,0,0,0,65,0,0
405,35,0,179481,3,9,2,10,1,0,0,0,0,55,0,0
406,38,0,365907,0,13,1,8,5,0,1,0,0,40,0,0
407,26,0,284343,3,9,2,7,3,0,0,0,0,40,0,0
408,28,0,204862,1,10,2,4,1,0,1,0,0,40,0,0
409,38,0,272476,0,13,0,5,0,0,1,0,0,24,0,1
410,36,0,175130,2,7,1,10,5,0,1,0,0,40,0,0
411,33,0,118941,3,9,0,8,0,0,1,0,0,40,0,1
412,19,0,164339,3,9,2,6,1,0,0,1055,0,70,0,0
413,22,8,213291,5,12,2,14,1,0,0,0,0,25,0,0
414,42,3,55457,12,6,0,8,2,0,0,0,0,40,20,0
415,50,0,280292,12,6,0,10,2,0,0,0,0,40,0,1
416,30,0,446894,3,9,0,6,2,0,0,0,0,30,0,0
417,37,5,67083,1,10,0,5,4,1,0,0,0,40,1,0
