age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,50K
181,43,0,114580,1,10,1,8,3,0,1,0,0,40,0,0
182,30,0,633742,1,10,2,1,3,4,0,0,0,45,0,0
183,40,0,286370,8,4,0,7,2,0,0,0,0,40,20,1
184,37,3,29054,1,10,0,8,2,0,0,0,0,42,0,1
185,34,0,304030,3,9,0,8,2,4,0,0,0,40,0,0
186,41,1,143129,0,13,1,4,3,0,1,0,0,40,0,0
187,53,8,135105,0,13,1,14,3,0,1,0,0,50,0,0
188,31,0,99928,10,14,0,5,0,0,1,0,0,50,0,0
189,58,5,109567,13,16,0,5,2,0,0,0,0,1,0,1
190,38,0,155222,1,10,1,7,3,4,1,0,0,28,0,0
191,24,0,159567,1,10,0,7,2,0,0,0,0,40,0,0
192,41,4,523910,0,13,0,1,2,4,0,0,0,40,0,0
193,47,0,120939,1,10,0,0,2,0,0,0,0,45,0,0
194,41,3,130760,0,13,0,0,2,0,0,0,0,24,0,0
195,23,0,197387,14,3,0,10,4,0,0,0,0,40,20,0
196,36,0,99374,1,10,1,1,3,0,0,0,0,40,0,0
197,40,3,56795,10,14,2,4,3,0,1,14084,0,55,0,1
198,35,0,138992,10,14,0,5,4,0,0,7298,0,40,0,1
199,24,1,32921,3,9,2,3,3,0,0,0,0,40,0,0
200,26,0,397317,10,14,2,5,3,0,1,0,1876,40,0,0
201,19,8,170653,3,9,2,14,1,0,0,0,0,40,16,0
202,51,0,259323,0,13,0,4,2,0,0,0,0,50,0,1
203,42,4,254817,1,10,2,5,3,0,1,0,1340,40,0,0
204,37,5,48211,3,9,1,8,5,0,1,0,0,35,0,0
205,18,0,140164,2,7,2,3,1,0,1,0,0,40,0,0
206,36,0,128757,0,13,0,2,2,4,0,7298,0,36,0,1
207,35,0,36270,3,9,1,1,3,0,0,0,0,60,0,0
208,58,2,210563,3,9,0,3,0,0,1,15024,0,35,0,1
209,17,0,65368,2,7,2,3,1,0,1,0,0,12,0,0
210,44,4,160943,3,9,0,10,2,4,0,0,0,40,0,0
211,37,0,208358,3,9,0,1,2,0,0,0,0,40,0,1
212,35,0,153790,1,10,2,3,3,2,1,0,0,40,0,0
213,60,0,85815,3,9,0,1,2,1,0,0,0,40,0,0
214,54,2,125417,8,4,0,7,2,0,0,0,0,40,0,1
215,37,0,635913,0,13,2,4,3,4,0,0,0,60,0,1
216,50,0,313321,5,12,1,3,3,0,1,0,0,40,0,0
217,38,0,182609,0,13,0,3,2,0,0,0,0,50,17,0
218,45,0,109434,0,13,0,5,2,0,0,0,0,55,0,0
219,25,0,255004,12,6,2,1,3,0,0,0,0,40,0,0
220,31,0,197860,1,10,0,6,2,0,0,0,0,40,0,0
221,64,8,187656,11,2,1,14,3,0,0,0,0,40,0,0
222,90,0,51744,3,9,2,2,3,4,0,0,2206,40,0,0
223,54,0,176681,3,9,0,8,2,4,0,0,0,20,0,0
224,53,4,140359,15,1,2,7,3,0,1,0,0,35,0,0
225,18,0,243313,3,9,2,3,1,0,1,0,0,40,0,0
226,60,8,24215,12,6,1,14,3,2,1,0,0,10,0,0
227,66,1,167687,3,9,0,9,2,0,0,1409,0,50,0,0
228,75,0,314209,6,11,4,8,3,0,1,0,0,20,29,0
229,65,0,176796,3,9,1,8,3,0,1,0,0,40,0,0
230,35,0,538583,2,7,3,10,3,4,0,3674,0,40,0,0
231,41,0,130408,3,9,1,3,5,4,1,0,0,38,0,0
232,25,0,159732,1,10,2,8,3,0,0,0,0,42,0,0
233,33,0,110978,1,10,1,1,4,3,1,0,0,40,0,0
234,28,0,76714,4,15,2,5,3,0,0,0,0,55,0,1
235,59,5,268700,3,9,0,2,2,0,0,0,0,40,0,0
236,40,5,170525,1,10,2,8,3,0,1,0,0,38,0,0
237,41,0,180138,0,13,0,4,2,0,0,0,0,50,13,1
238,38,4,115076,10,14,0,4,2,0,0,0,0,70,0,1
239,23,0,115458,3,9,2,10,1,0,0,0,0,40,0,0
240,40,0,347890,0,13,0,5,2,0,0,0,0,40,0,1
241,41,1,196001,3,9,0,2,0,0,1,0,0,20,0,0
242,24,5,273905,5,12,0,12,2,0,0,0,0,50,0,0
243,20,8,119156,1,10,2,14,1,0,0,0,0,20,0,0
244,38,0,179488,1,10,1,1,3,0,0,0,1741,40,0,0
245,56,0,203580,3,9,0,8,2,0,0,0,0,35,41,0
246,58,0,236596,3,9,0,8,2,0,0,0,0,45,0,1
247,32,0,183916,3,9,2,2,3,0,1,0,0,34,0,0
248,40,0,207578,5,12,0,0,2,0,0,0,1977,60,0,1
249,45,0,153141,3,9,0,8,2,0,0,0,0,40,41,0
250,41,0,112763,4,15,0,5,0,0,1,0,0,40,0,1
251,42,0,390781,0,13,0,8,0,4,1,0,0,40,0,0
252,59,4,171328,12,6,4,2,5,4,1,0,0,30,0,0
253,19,4,27382,1,10,2,8,1,0,0,0,0,40,0,0
254,58,0,259014,1,10,2,10,3,0,0,0,0,20,0,0
255,42,1,303044,3,9,0,9,2,1,0,0,0,40,1,1
256,20,0,117789,3,9,2,2,1,0,1,0,0,40,0,0
257,32,0,172579,3,9,3,2,3,0,1,0,0,30,0,0
258,45,0,187666,6,11,4,4,3,0,1,0,0,45,0,0
259,50,0,204518,8,4,1,1,3,0,0,0,0,40,0,0
260,36,0,150042,0,13,1,5,1,0,1,0,0,40,0,0
261,45,0,98092,3,9,0,3,2,0,0,0,0,60,0,0
262,17,0,245918,2,7,2,2,1,0,0,0,0,12,0,0
263,59,0,146013,1,10,0,3,2,0,0,4064,0,40,0,0
264,26,0,378322,2,7,0,1,2,0,0,0,0,40,0,0
265,37,2,257295,1,10,0,4,2,1,0,0,0,75,34,1
266,19,8,218956,1,10,2,14,1,0,0,0,0,24,4,0
267,64,0,21174,3,9,0,4,2,0,0,0,0,40,0,1
268,33,0,185480,0,13,2,5,3,0,1,0,0,45,0,0
269,33,0,222205,3,9,0,1,0,0,1,0,0,40,0,1
270,61,0,69867,3,9,0,4,2,0,0,0,0,40,0,1
271,17,0,191260,7,5,2,2,1,0,0,1055,0,24,0,0
272,50,1,30653,10,14,0,9,2,0,0,2407,0,98,0,0
273,27,4,209109,10,14,2,5,1,0,0,0,0,35,0,0
274,30,0,70377,3,9,1,5,1,0,1,0,0,40,0,0
275,43,0,477983,3,9,0,6,2,4,0,0,0,40,0,0
276,44,0,170924,1,10,0,1,2,0,0,7298,0,40,0,1
277,35,0,190174,1,10,2,4,3,0,1,0,0,40,0,0
278,25,0,193787,1,10,2,0,1,0,1,0,0,40,0,0
279,24,0,279472,1,10,0,7,0,0,1,7298,0,48,0,1
280,22,0,34918,0,13,2,5,3,0,1,0,0,15,5,0
281,42,4,97688,1,10,0,1,2,0,0,5178,0,40,0,1
282,34,0,175413,5,12,1,3,5,4,1,0,0,45,0,0
283,60,0,173960,0,13,1,5,3,0,1,0,0,42,0,0
284,21,0,205759,3,9,2,6,1,0,0,0,0,40,0,0
285,57,3,425161,10,14,0,3,2,0,0,15024,0,40,0,1
286,41,0,220531,4,15,0,5,2,0,0,0,0,60,0,1
287,50,0,176609,1,10,1,2,3,0,0,0,0,45,0,0
288,25,0,371987,0,13,2,4,3,0,1,0,0,40,0,0
289,50,0,193884,8,4,0,1,2,0,0,0,0,40,26,0
290,36,0,200352,0,13,0,5,2,0,0,0,0,45,0,0
291,31,0,127595,3,9,1,5,3,0,1,0,0,40,0,0
292,29,4,220419,0,13,2,12,3,0,0,0,0,56,0,0
293,21,0,231931,1,10,2,3,1,0,0,0,0,45,0,0
294,27,0,248402,0,13,2,0,5,4,1,0,0,40,0,0
295,65,0,111095,3,9,0,10,2,0,0,0,0,16,0,0
296,37,2,57424,0,13,1,3,3,0,1,0,0,60,0,0
297,39,8,157443,10,14,0,14,0,1,1,3464,0,40,41,0
298,24,0,278130,3,9,2,1,1,0,0,0,0,40,0,0
299,38,0,169469,3,9,1,3,3,0,0,0,0,80,0,0
300,48,0,146268,0,13,0,8,2,0,0,7688,0,40,0,1
301,21,0,153718,1,10,2,2,3,1,1,0,0,25,0,0
302,31,0,217460,3,9,0,10,2,0,0,0,0,45,0,1
303,55,0,238638,3,9,0,3,2,0,0,4386,0,40,0,1
304,24,0,303296,1,10,0,8,0,1,1,0,0,40,25,0
305,43,0,173321,3,9,1,8,3,0,1,0,0,40,0,0
306,26,0,193945,5,12,2,0,3,0,0,0,0,45,0,0
307,46,0,83082,5,12,2,5,3,0,1,0,0,33,0,0
308,35,0,193815,5,12,0,8,2,0,0,0,0,40,0,1
309,41,2,34987,1,10,0,9,2,0,0,0,0,54,0,1
310,26,0,59306,0,13,2,3,3,0,0,0,0,40,0,0
311,34,0,142897,10,14,0,4,2,1,0,7298,0,35,27,1
312,19,8,860348,1,10,2,14,1,4,1,0,0,25,0,0
313,36,1,205607,0,13,1,5,3,4,1,0,0,40,0,1
314,22,0,199698,1,10,2,3,1,0,0,0,0,15,0,0
315,24,0,191954,1,10,2,7,3,0,0,0,0,40,0,0
316,77,1,138714,1,10,0,3,2,0,0,0,0,40,0,0
317,22,0,399087,14,3,0,7,4,0,1,0,0,40,20,0
318,29,0,423158,1,10,2,0,3,0,1,0,0,40,0,0
319,62,0,159841,3,9,4,2,3,0,1,0,0,24,0,0
320,39,1,174308,3,9,0,4,2,0,0,0,0,40,0,0
321,43,0,50356,1,10,0,1,2,0,0,0,1485,50,0,0
322,35,0,186110,3,9,1,10,3,0,0,0,0,45,0,0
323,29,0,200381,2,7,2,4,3,0,1,0,0,40,0,0
324,76,1,174309,10,14,0,1,2,0,0,0,0,10,0,0
325,63,1,78383,3,9,0,9,2,0,0,0,0,45,0,0
326,23,8,211601,6,11,2,14,1,4,1,0,0,15,0,0
327,43,0,187728,1,10,0,5,0,0,1,0,1887,50,0,1
328,58,1,321171,3,9,0,6,2,0,0,0,0,40,0,0
329,66,0,127921,3,9,2,10,3,0,0,2050,0,55,0,0
330,41,0,206565,1,10,2,1,3,4,0,0,0,45,0,0
331,26,0,224563,0,13,2,8,3,0,0,0,0,40,0,0
332,47,0,178686,6,11,2,2,3,0,0,0,0,40,0,0
333,55,4,98545,12,6,0,8,2,0,0,0,0,40,0,0
334,53,0,242606,3,9,0,10,2,0,0,0,0,40,0,0
335,17,0,270942,14,3,2,2,4,0,0,0,0,48,20,0
336,30,0,94235,3,9,2,1,4,0,0,0,0,40,0,0
337,49,0,71195,10,14,2,5,3,0,0,0,0,60,0,0
338,19,0,104112,3,9,2,3,5,4,0,0,0,30,28,0
339,45,0,261192,3,9,0,2,2,4,0,0,0,40,0,0
340,26,0,94936,5,12,2,3,3,0,0,0,0,40,0,0
341,38,0,296478,6,11,0,1,2,0,0,7298,0,40,0,1
342,36,5,119272,3,9,0,12,2,0,0,7298,0,40,0,1
343,33,0,85043,3,9,2,9,3,0,0,0,0,20,0,0
344,22,5,293364,1,10,2,12,1,4,1,0,0,40,0,0
345,43,1,241895,0,13,2,3,3,0,0,0,0,42,0,0
346,67,8,36135,2,7,0,14,2,0,0,0,0,8,0,0
347,30,8,151989,6,11,1,14,5,0,1,0,0,40,0,0
348,56,0,101128,5,12,5,2,3,0,0,0,0,25,13,0
349,31,0,156464,0,13,2,5,1,0,0,0,0,25,0,0
350,33,0,117963,0,13,0,4,2,0,0,0,0,40,0,1
351,26,0,192262,3,9,0,2,2,0,0,0,0,40,0,0
352,33,0,111363,0,13,0,4,2,0,0,0,0,40,0,1
353,46,4,329752,2,7,0,10,2,0,0,0,0,30,0,0
354,59,8,372020,0,13,0,14,2,0,0,0,0,40,0,1
355,38,3,95432,3,9,0,8,2,0,0,0,0,40,0,1
356,65,0,161400,2,7,4,2,5,3,0,0,0,40,0,0
357,40,0,96129,6,11,0,0,2,0,0,0,0,40,0,1
358,42,0,111949,3,9,0,8,0,0,1,0,0,35,0,0
359,26,1,117125,7,5,0,1,2,0,0,0,0,40,21,0
360,36,0,348022,12,6,0,2,0,0,1,0,0,24,0,0
361,62,0,270092,10,14,0,5,2,0,0,0,0,40,0,1
362,43,0,180609,0,13,0,10,2,0,0,0,0,45,0,0
363,43,0,174575,0,13,1,4,3,0,0,0,1564,45,0,1
364,22,0,410439,3,9,5,3,3,0,0,0,0,55,0,0
365,28,0,92262,3,9,0,1,2,0,0,0,0,40,0,0
366,56,1,183081,1,10,0,3,2,0,0,0,0,45,0,0
367,22,0,362589,5,12,2,3,3,0,1,0,0,15,0,0
368,57,0,212448,0,13,1,4,3,0,1,0,0,45,0,1
369,39,0,481060,3,9,1,3,5,0,1,0,0,40,0,0
370,26,3,185885,1,10,2,8,5,0,1,0,0,15,0,0
371,17,0,89821,2,7,2,2,1,0,0,0,0,10,0,0
372,40,5,184018,6,11,0,7,2,0,0,0,0,38,0,1
373,45,0,256649,3,9,0,7,2,4,0,0,0,40,0,0
374,44,0,160323,3,9,2,1,3,4,0,0,0,40,0,0
375,20,4,350845,1,10,2,8,1,0,1,0,0,10,0,0
376,33,0,267404,3,9,0,1,0,0,1,0,0,40,0,0
377,23,0,35633,1,10,2,3,3,0,0,0,0,40,0,0
378,46,1,80914,10,14,1,4,3,0,0,0,0,30,0,0
379,38,0,172927,3,9,0,3,2,0,0,0,0,50,0,0
380,54,0,174319,3,9,1,10,3,0,0,0,0,40,0,0
381,46,0,214955,14,3,1,1,3,0,1,0,2339,45,0,0
382,25,0,344991,1,10,0,1,2,0,0,0,0,40,0,0
383,46,0,108699,1,10,1,3,3,0,1,0,0,40,0,0
384,36,4,117312,1,10,0,10,0,0,1,0,0,40,0,0
385,23,0,396099,3,9,2,2,3,0,1,0,0,25,0,0
386,29,0,134152,3,9,3,7,3,0,0,0,0,40,0,0
387,44,0,162028,1,10,0,8,0,0,1,0,2415,6,0,1
388,19,0,25429,1,10,2,8,1,0,1,0,0,16,0,0
389,19,0,232392,3,9,2,2,4,0,1,0,0,40,0,0
390,35,0,220098,3,9,0,2,0,0,1,0,0,40,0,1
391,27,0,301302,0,13,2,1,3,0,0,0,0,50,0,0
392,46,1,277946,5,12,3,1,3,0,0,0,0,40,0,0
393,34,5,98101,0,13,0,4,2,0,0,7688,0,45,41,1
394,34,0,196164,3,9,2,2,3,0,1,0,0,35,0,0
395,44,0,115562,1,10,0,0,2,0,0,0,0,40,0,0
396,45,0,96975,1,10,1,6,5,0,1,0,0,40,0,0
397,20,8,137300,3,9,2,14,4,0,1,0,0,35,0,0
398,25,0,86872,0,13,0,4,2,0,0,0,0,55,0,1
399,52,2,132178,0,13,0,4,2,0,0,0,0,50,0,1
400,20,0,416103,1,10,2,6,1,0,0,0,0,40,0,0
401,28,0,108574,1,10,2,2,3,0,1,0,0,40,0,0
402,50,5,288353,0,13,0,12,2,0,0,0,0,40,0,1
403,34,0,227689,6,11,1,0,3,0,1,0,0,64,0,0
404,28,0,166481,8,4,0,6,2,3,0,0,2179,40,3,0
405,41,0,445382,10,14,0,4,2,0,0,0,1977,65,0,1
406,28,0,110145,3,9,0,8,2,0,0,0,0,40,0,0
407,46,1,317253,3,9,0,1,2,0,0,0,0,25,0,0
408,28,8,123147,1,10,0,14,0,0,1,0,1887,40,0,1
409,32,0,364657,1,10,0,4,2,0,0,0,0,50,0,0
410,41,4,42346,1,10,1,2,3,4,1,0,0,24,0,0
411,24,0,241951,3,9,2,6,5,4,1,0,0,40,0,0
412,33,0,118500,1,10,1,4,5,0,1,0,0,40,0,0
413,46,0,188386,13,16,0,4,2,0,0,15024,0,60,0,1
414,31,5,1033222,1,10,0,7,2,0,0,0,0,40,0,0
415,35,0,92440,9,8,1,1,3,0,0,0,0,50,0,1
416,52,0,190762,11,2,0,7,2,0,0,0,0,40,20,0
417,30,0,426017,2,7,2,2,1,0,1,0,0,19,0,0
